"","id","age_group","condition","B0","Bf","BF","Bc","lF","lc","loglik","BIC","convergence"
"1",11,"OA","Decreasing",3.21907349742327,5.175029902236,1.06517411577893,-0.117612957287194,0.0596179213737449,0.832803472171367,93.569831424176,227.24733321436,0
"2",14,"OA","Decreasing",2.01096018229123,5.23561821426944,-0.798297475641246,0.381976889736357,0,0.609696915185383,80.0906925800009,200.289055526009,0
"3",15,"OA","Decreasing",0.464101539559326,3.35234350277389,0.0676207965320084,0.22472533879052,0.972933557678605,0.237070853953658,64.0564968631722,168.220664092352,0
"4",16,"OA","Decreasing",2.82604982545788,6.26114463362395,0.597163117550918,-0.446989834330325,0.91849925755868,0.85562586068655,40.6825941344803,121.472858634968,0
"5",17,"OA","Decreasing",2.41945244380107,3.99680051723648,-0.642175364607751,-0.0991831031176078,0,0.991477049306163,113.082863927941,266.27339822189,0
"6",18,"OA","Decreasing",0.693285872934062,2.88109822024682,0.0334814608605575,0.471939574791469,0.986090528773712,0,80.1950484114702,200.497767188948,0
"7",20,"OA","Decreasing",-2.24385873860703,4.80409484869948,-0.432610994117328,0.479361533503136,0.910343850198957,0.844235846625807,33.1014137411236,106.310497848255,0
"8",23,"OA","Decreasing",0.979243563456994,5.07579763675684,-0.37107945680896,0.357477416183085,0.895013601848672,0.696534238243981,92.6464729589314,225.40061628387,0
"9",26,"OA","Decreasing",6.40934439128111,5.10077152854616,0.594519636760176,-0.227143663916098,0.95196800266747,0.98754089530665,88.7043163398117,217.516303045631,0
"10",27,"OA","Decreasing",0.719691116544421,6.57731557816565,-1.05261196895647,0.793341157062821,0.802014460063375,0.749632477284212,58.1059287288357,156.319527823679,0
"11",28,"OA","Decreasing",0.23375152238494,1.96763846083972,0.44827037538133,-0.183358003031048,0.763679011875125,0.11157854179886,100.402536778441,240.91274392289,0
"12",29,"OA","Decreasing",1.30314942906762,7.39013657536085,-0.562517542343955,0.504749324005585,0.884339359846172,0.681333487688552,63.5804931450617,167.268656656131,0
"13",30,"OA","Decreasing",18.6601145329514,21.1554517014459,-0.0999849110037924,0.17990950087899,0.959365073726698,0.791600436515223,53.6690082164669,147.445686798941,0
"14",31,"OA","Decreasing",3.13167046233764,4.7404665702552,0.407317360635075,-0.249993415576578,0.947164096686989,0.968938697461224,80.6682804375741,201.444231241156,0
"15",32,"OA","Decreasing",0.370285791613207,3.9733151895889,-0.827904971541526,0.80236578446137,0.608214127026941,0.551211616983402,80.9127260952597,201.933122556527,0
"16",34,"OA","Decreasing",-0.56731626296849,3.85608934267815,0.311609432592044,-0.35860046386472,0,0.069431013082715,59.4514476486474,159.010565663302,0
"17",35,"OA","Decreasing",-0.936249920449556,3.99529521913494,-0.444174251079656,0.2771700064766,0.730243199434763,0.381133791669673,59.6416712756263,159.39101291726,0
"18",40,"OA","Decreasing",1.13573908812116,5.2226832762815,0.365797828359232,-0.378302724684811,0.791237971445984,0.864415978481082,66.5337986622317,173.175267690471,0
"19",42,"OA","Decreasing",4.8619760316701,9.90053827417549,-1.32616390235332,0.0888840646930155,0.345112275855231,0.974363961066535,54.6251707664293,149.358011898866,0
"20",45,"OA","Decreasing",4.69132181701918,6.46966140771136,0.605640322190372,-0.117946056212711,0.831624572669033,0.98334125405691,79.2549555350801,198.617581436168,0
"21",48,"OA","Decreasing",-1.48555997171365,3.58594845128556,0.578317845602292,-0.0688960321493403,0,0.960458273886607,61.5360290486968,163.179728463401,0
"22",5,"OA","Decreasing",0.174767249085023,4.43048097483707,-1.2224787933078,0.32238764016438,0.44092927000572,0.754536128696678,69.6768259918489,179.461322349705,0
"23",50,"OA","Decreasing",1.62494535458686,4.43053990760443,0.573848266340064,0.0101012606069954,0,1,72.5876944688278,185.283059303663,0
"24",52,"OA","Decreasing",-0.650883435676461,2.43812282305685,-0.731582483718537,0.120635745448949,0.568063606408689,0.96568281461994,46.2373043099875,132.582278985983,0
"25",53,"OA","Decreasing",0.207147269700541,2.58249659090613,0.480836263607655,-0.176011475468595,0.594032633977317,0.0526638995765365,91.5033108021384,223.114291970284,0
"26",54,"OA","Decreasing",-1.64078398591448,4.90588674464745,0.546065225216399,-0.133343936228499,0,0.960411817521773,50.6760013764698,141.459673118947,0
"27",55,"OA","Decreasing",0.375462829261992,1.90603000858922,0.0655468207264391,0.262145446287107,0.965708866756826,0,101.450120323722,243.007911013451,0
"28",57,"OA","Decreasing",-10.8339479927172,4.75556433250025,0.689624672813212,-1.17261121942038,0.684025930534482,0.858202568156011,18.5121666420884,77.1320036501844,0
"29",59,"OA","Decreasing",2.83536335675376,6.72609408713024,0.0307515502652614,-0.537085041126101,0.989895569797046,0.456686300122497,56.9676607719085,154.042991909825,0
"30",69,"OA","Decreasing",-37.8509407876333,2.55891700406345,0.918989265399553,-35.9431502484864,0.577376327086738,0,28.7962750318909,97.7002204297894,0
"31",70,"OA","Decreasing",2.63329710236469,4.56554541843473,0.272867097377486,-0.0786944738692426,0.968766294331149,1,85.928826370871,211.96532310775,0
"32",73,"OA","Decreasing",1.77939035828824,4.70826601198511,-0.082720374301249,0.383684538676846,0.956685224048192,0.740071515938457,98.0962029287523,236.300076223512,0
"33",74,"OA","Decreasing",4.64090182494012,7.39068904464516,0.842310658928589,-0.45669275577396,0,0.789744723283065,75.9907491833907,192.089168732789,0
"34",75,"OA","Decreasing",-0.381072087453867,2.5112206226859,-0.182479737764331,0.302022945059526,0.43627101369616,0,93.4718967016666,227.051463769341,0
"35",76,"OA","Decreasing",4.98791917064955,8.18090527337271,-0.0640333515883266,-0.232812514751821,0.974243579085512,0.73219667258956,85.6812549667638,211.470180299535,0
"36",77,"OA","Decreasing",4.26398963330778,5.94477714965607,0.527527102643419,-0.0168891840849414,0.761363543117662,0.986857403006757,83.9178098238265,207.943290013661,0
"37",78,"OA","Decreasing",1.05518188517502,4.77723463522946,-0.267555385405293,0.237237917814533,0.825962592673576,0.754828072398913,78.3808203514798,196.869311068967,0
"38",79,"OA","Decreasing",-3.759651758738,-8.1209534372588,0.0823604109593324,-0.0690918227108356,0.985973804743431,0.87933612778947,84.930540641053,209.968751648114,0
"39",80,"OA","Decreasing",0.22963196580463,4.81365706895322,-0.102080185153497,0.385269643285704,0.97351934413229,0.715907272560486,76.0524110821066,192.212492530221,0
"40",9,"OA","Decreasing",5.77967448713659,11.1623901506883,-0.0401951807609991,0.725851135412091,0.988358539520594,0,54.4128013615566,148.933273089121,0
"41",1,"OA","Stable",6.96202760286624,11.8158720873431,-0.0588660444904543,-0.671786341246814,0.996592866567096,0.267692431419008,51.0323471903952,142.172364746798,0
"42",10,"OA","Stable",0.228445040946573,4.37223958170636,-0.310729378240219,0.257783497838937,0,0.680057290285764,68.5625896228702,177.232849611748,0
"43",12,"OA","Stable",3.55466125537544,4.55886448696718,0.248300860773104,-0.437363429942127,1,0.990828310039876,66.3476442674375,172.802958900883,0
"44",13,"OA","Stable",1.67198884040816,2.65751428260587,-0.062347494910239,-0.119428361021109,0.993216533953959,1,117.594253790169,275.296177946345,0
"45",19,"OA","Stable",0.728575788360182,4.84980352954458,-0.038026382692351,0.386986768934163,1,0,80.9188366498211,201.94534366565,0
"46",2,"OA","Stable",1.114559686211,6.04475489263433,-0.994790626416059,0.673809201728307,0.671801671973304,0.538606999702753,58.981530280741,158.07073092749,0
"47",21,"OA","Stable",1.07265364273408,2.97019614303583,0.611201920615782,0.0985565192440205,0.110351805233035,0.941021934822943,106.356657652803,252.820985671614,0
"48",22,"OA","Stable",3.99076955626406,4.44196941821898,0.410930905824749,-0.201647688307479,0.961867928238703,0.940234353331628,80.0469557032791,200.201581772566,0
