"id","true_a","true_ter","true_nk","true_m","est_a","est_ter","est_nk","est_m","LL","condition"
1,1.51235294675527,0.139757547475142,100,0.0193711772541727,1.54020696437388,0.13930309957022,98,0.0242960448443748,-363.959224499832,"Stable"
2,4.98880695659649,0.21419811255706,70,0.0242136360200695,3.61246765870508,0.217777988190461,70,0.00654840614349268,739.322805865365,"Stable"
3,0.97178234015038,0.258780552580524,17,0.0126277815370297,0.957700125786962,0.257611013582358,17,0.0236284735531889,-832.483888123173,"Stable"
4,1.10076696770779,0.172912654702901,54,0.0181647293504171,1.10848153750949,0.172585947629624,65,0.012690712703711,-762.486171841015,"Stable"
5,0.914587511979272,0.00902695869828352,12,0.0030240893683114,0.906716764139406,0.00880418639028095,12,0.00423875817451064,-1037.39516481875,"Stable"
6,0.911844453723223,0.211974400287017,58,0.031014175300961,0.901566142156536,0.211757053309373,59,0.0293095656570757,-823.605005762235,"Stable"
7,3.89690360377649,0.128831084245218,29,0.0149952658556133,3.62562971388301,0.128276404212886,30,0.0082721408573492,1062.38886493228,"Stable"
8,0.163554308063744,0.184013981995697,22,0.0105308897026403,0.159733414882895,0.183895427023171,41,1e-04,-3015.68073426194,"Stable"
9,0.516574161272037,0.153900539365315,24,0.0105955838107032,0.516113999343287,0.153851997034539,25,0.00883339816826489,-1646.77904401216,"Stable"
10,2.93272329660111,0.247697061369377,26,0.0301142589459028,2.47677930199795,0.243960006642643,28,0.00949802605080659,537.351122828209,"Stable"
11,1.49848485062345,0.229150539826629,98,0.0236345500621181,1.45597264044291,0.22876455315355,99,0.00903890852007508,-431.087816424831,"Stable"
12,1.89768263402403,0.234413191865076,48,0.0158225351628031,1.90522521158469,0.233967658721877,48,0.0195668511015401,-80.132293081117,"Stable"
13,0.459075347561316,0.149698249015234,58,0.00534126443539136,0.463202705740278,0.149707026435505,48,0.00381714057716931,-1658.57308263564,"Stable"
14,0.275861481476699,0.255802065214615,36,0.0129090158639687,0.275506728491694,0.255761155689088,36,0.000196979757360404,-2394.43704233991,"Stable"
15,0.991733572044307,0.175274779675904,43,0.0139513806962418,1.00270273334987,0.17513284877217,42,0.0153712243962746,-600.957424230346,"Stable"
16,3.46926632728891,0.0580625154759214,28,0.00824506571726445,3.5204093508412,0.057106819419331,28,0.00869068252590991,1217.31202392659,"Stable"
17,1.3459400862797,0.0811162456381804,46,0.0128986154159328,1.33749457564764,0.0805715830524851,46,0.0105918684367459,-160.610120254228,"Stable"
18,0.213263926830016,0.355662678608622,49,0.00934772778648192,0.223098621472341,0.355524537443521,86,0.01176543641564,-2623.20910459517,"Stable"
19,0.875926614377565,0.251222879097486,97,0.0129460319614697,0.907440783626841,0.250646749517186,94,0.0161982337721596,-871.811552168301,"Stable"
20,1.71906639802623,0.221650982117117,90,0.0062656515397304,1.69340427710754,0.221152192909809,81,0.00629615805785188,213.413328973023,"Stable"
21,2.46885066898718,0.14252226932736,97,0.0122689587205809,2.43166082916858,0.142642386936903,82,0.0135790459007831,372.312138687797,"Stable"
22,1.92817221465083,0.313994714299948,58,0.0110455164222773,1.96251866130719,0.314711889652532,52,0.0119908280694204,369.38191640473,"Stable"
23,1.60027265211686,0.146967776353921,36,0.0147936429495217,1.54995311273494,0.144833434446764,36,0.010421289524494,49.8401564981623,"Stable"
24,1.29171461329942,0.268012320606167,55,0.0184728546309208,1.25012932135745,0.267450778553912,54,0.0189599989261846,-663.346182820913,"Stable"
25,1.85027118929634,0.172144457110431,7,0.0180025335002958,1.80329349752952,0.17137959072191,7,0.0184780787660953,-418.951861942081,"Stable"
26,0.20609045225767,0.285080820907036,16,0.00316462566729944,0.208614078044521,0.285018827045231,16,1e-04,-2813.69557392343,"Decreasing"
27,0.932955813391449,0.210903680638134,28,0.0190063547117717,0.93377209329594,0.210586843733907,28,0.0427873353747788,-1022.97902915308,"Decreasing"
28,0.368371613944253,0.364822569324982,93,0.0387481865361618,0.357582484565521,0.364754266351025,57,1e-04,-2213.19995687146,"Decreasing"
29,1.57916791230776,0.0283543382997731,51,0.00762108472964026,1.5640506060641,0.0279633224353156,52,0.00770793335727858,84.1620256210252,"Decreasing"
30,2.11564768781764,0.39670209754553,29,0.00792934956807977,2.07458114404552,0.390182869930482,29,0.0141750333217373,549.631595448923,"Decreasing"
31,0.62235523802483,0.235482566202418,75,0.0088977557100496,0.621450746680214,0.235368708800124,93,0.0190442183260439,-1392.12983773963,"Decreasing"
32,0.772655074620339,0.0958807706842087,11,0.0153025541823602,0.791504428106918,0.0956984128116857,11,0.0466901241776211,-1177.91891388367,"Decreasing"
33,3.69315330826675,0.304042943193582,70,0.00756329713872975,4.08004820163553,0.301396618897684,74,0.0186469217946517,1206.58044902351,"Decreasing"
34,0.5620069144992,0.210920080746198,96,0.0109117982750915,0.564069924689123,0.210746848470803,88,0.00885558964517071,-1568.85541200992,"Decreasing"
35,3.11864914735127,0.163645853456063,5,0.00841954835890121,3.05608035092926,0.162344505349189,5,0.00851502077393005,503.057122645253,"Decreasing"
36,1.51927130063222,0.107793612066402,86,0.00884028376964317,1.48566096312069,0.107311776332871,95,0.0116874407850894,-156.778443328453,"Decreasing"
37,1.18280371996955,0.169412648484201,42,0.00932125696635255,1.16403218752103,0.169544649813637,42,0.000893344726381173,-472.248078766472,"Decreasing"
38,4.42229489222869,0.203798879020431,58,0.021379977268246,3.63516103048547,0.202900600101417,54,0.00813154965141898,718.30228191703,"Decreasing"
39,1.21502671967181,0.217782620011166,69,0.0112635366307517,1.2405879964316,0.217364106767203,68,0.0128075444108907,-435.068184241573,"Decreasing"
40,1.75645614250674,0.172528757583765,83,0.00732002281712899,1.73282340172741,0.171909319063971,79,0.00931536681846404,109.3103922536,"Decreasing"
41,3.33404784969604,0.296088624743611,54,0.011553999254364,3.32930007817054,0.297604413704162,55,0.0120910388159908,1003.87597963124,"Decreasing"
42,0.741775700451969,0.254852790385,39,0.0116741019929983,0.736746105083747,0.254669298394055,38,0.000205741244048002,-1174.3834578163,"Decreasing"
43,0.324141904235674,0.0113272645065263,17,0.0048324479344829,0.315856879626169,0.0112523159447051,66,0.270579995719601,-1008.30629817473,"Decreasing"
44,1.70107753044901,0.367791458546517,72,0.00144500490552276,1.70467403789594,0.367997325559314,79,0.0176784152167658,288.058066515113,"Decreasing"
45,1.70249011974212,0.227088488645191,19,0.00326466283742685,1.70237018600582,0.22674882804216,19,1e-04,267.279826979735,"Decreasing"
46,0.347272212107732,0.323707604187787,82,0.0193562965203594,0.346626840519616,0.323659354085727,39,0.0382722629239373,-2100.52102669754,"Decreasing"
47,1.13016035068338,0.29045151279504,35,0.00283856060246901,1.12441583481287,0.290106135900708,35,0.00627986475339521,-380.639942334112,"Decreasing"
48,0.917464230706204,0.329453258242415,61,0.01580222035821,0.908446063596757,0.329256819266775,60,0.000182933101498056,-679.116790164433,"Decreasing"
49,0.403897868630367,0.249568215325807,78,0.0125705616777997,0.413191487619433,0.249509189416426,70,0.0300986286626771,-1822.46397308556,"Decreasing"
50,0.569155272050486,0.279567030851984,26,0.0243070404262186,0.590133934509671,0.279482586043884,26,0.0414436277306595,-1530.36359703055,"Decreasing"
