"","id","condition","model","parsname","pars","LL","BIC","AIC"
"557",171,"Stable","RFTDDM","a",0.779984495800638,782.040827847023,1590.82010260472,1590.82010260472
"558",171,"Stable","RFTDDM","t0",2.38765742890361e-12,782.040827847023,1590.82010260472,1590.82010260472
"559",171,"Stable","RFTDDM","nk",26,782.040827847023,1590.82010260472,1590.82010260472
"560",171,"Stable","RFTDDM","m",0.00511965263657347,782.040827847023,1590.82010260472,1590.82010260472
"561",172,"Decreasing","CtlDDM","a",0.663302362812729,-151.608741085786,-283.163646988569,-297.217482171573
"562",172,"Decreasing","CtlDDM","t0",1e-10,-151.608741085786,-283.163646988569,-297.217482171573
"563",172,"Decreasing","CtlDDM","m",0.0339377554735939,-151.608741085786,-283.163646988569,-297.217482171573
"564",172,"Decreasing","RFTDDM","a",0.836387623016873,-192.161554223523,-357.584661536374,-357.584661536374
"565",172,"Decreasing","RFTDDM","t0",6.7012242426731e-12,-192.161554223523,-357.584661536374,-357.584661536374
"566",172,"Decreasing","RFTDDM","nk",96,-192.161554223523,-357.584661536374,-357.584661536374
"567",172,"Decreasing","RFTDDM","m",0.0197470627202813,-192.161554223523,-357.584661536374,-357.584661536374
"568",173,"Stable","CtlDDM","a",0.753080784746304,110.880650032385,241.815135247773,227.761300064769
"569",173,"Stable","CtlDDM","t0",1e-10,110.880650032385,241.815135247773,227.761300064769
"570",173,"Stable","CtlDDM","m",0.0196957200510244,110.880650032385,241.815135247773,227.761300064769
"571",173,"Stable","RFTDDM","a",0.857657713845297,321.746321754617,670.231090419905,670.231090419905
"572",173,"Stable","RFTDDM","t0",8.74990751286753e-11,321.746321754617,670.231090419905,670.231090419905
"573",173,"Stable","RFTDDM","nk",68,321.746321754617,670.231090419905,670.231090419905
"574",173,"Stable","RFTDDM","m",0.00430799629813191,321.746321754617,670.231090419905,670.231090419905
"575",174,"Decreasing","CtlDDM","a",0.848033697632627,157.742309696421,335.538454575846,321.484619392843
"576",174,"Decreasing","CtlDDM","t0",1e-10,157.742309696421,335.538454575846,321.484619392843
"577",174,"Decreasing","CtlDDM","m",0.0149926883923212,157.742309696421,335.538454575846,321.484619392843
"578",174,"Decreasing","RFTDDM","a",1.11292310628981,101.02564907084,228.789745052352,228.789745052352
"579",174,"Decreasing","RFTDDM","t0",8.16591075419264e-11,101.02564907084,228.789745052352,228.789745052352
"580",174,"Decreasing","RFTDDM","nk",62,101.02564907084,228.789745052352,228.789745052352
"581",174,"Decreasing","RFTDDM","m",0.00240750383526897,101.02564907084,228.789745052352,228.789745052352
"582",175,"Stable","CtlDDM","a",0.757431531547241,457.225937174358,934.505709531719,920.451874348716
"583",175,"Stable","CtlDDM","t0",1e-10,457.225937174358,934.505709531719,920.451874348716
"584",175,"Stable","CtlDDM","m",0.0228968086344704,457.225937174358,934.505709531719,920.451874348716
"585",175,"Stable","RFTDDM","a",0.964426881176873,389.471513149932,805.681473210535,805.681473210535
"586",175,"Stable","RFTDDM","t0",1.44042867539131e-12,389.471513149932,805.681473210535,805.681473210535
"587",175,"Stable","RFTDDM","nk",19,389.471513149932,805.681473210535,805.681473210535
"588",175,"Stable","RFTDDM","m",0.00851894559322904,389.471513149932,805.681473210535,805.681473210535
"589",176,"Decreasing","CtlDDM","a",0.871497061359566,195.912433970911,411.878703124825,397.824867941821
"590",176,"Decreasing","CtlDDM","t0",1e-10,195.912433970911,411.878703124825,397.824867941821
"591",176,"Decreasing","CtlDDM","m",0.01,195.912433970911,411.878703124825,397.824867941821
"592",176,"Decreasing","RFTDDM","a",1.06423683509794,292.175740008179,611.08992692703,611.08992692703
"593",176,"Decreasing","RFTDDM","t0",2.95282648226857e-11,292.175740008179,611.08992692703,611.08992692703
"594",176,"Decreasing","RFTDDM","nk",32,292.175740008179,611.08992692703,611.08992692703
"595",176,"Decreasing","RFTDDM","m",0.001,292.175740008179,611.08992692703,611.08992692703
"596",177,"Stable","CtlDDM","a",1.17179440452514,117.922780689607,255.895644216514,241.845561379215
"597",177,"Stable","CtlDDM","t0",1e-10,117.922780689607,255.895644216514,241.845561379215
"598",177,"Stable","CtlDDM","m",0.0254936006722338,117.922780689607,255.895644216514,241.845561379215
"599",177,"Stable","RFTDDM","a",1.576843701128,284.435265228911,595.603974240887,595.603974240887
"600",177,"Stable","RFTDDM","t0",0.00252378579074077,284.435265228911,595.603974240887,595.603974240887
"601",177,"Stable","RFTDDM","nk",88,284.435265228911,595.603974240887,595.603974240887
"602",177,"Stable","RFTDDM","m",0.0135056438147131,284.435265228911,595.603974240887,595.603974240887
"603",178,"Decreasing","CtlDDM","a",0.716928577721296,320.874622998802,661.803081180608,647.749245997604
"604",178,"Decreasing","CtlDDM","t0",1e-10,320.874622998802,661.803081180608,647.749245997604
"605",178,"Decreasing","CtlDDM","m",0.0110922550919682,320.874622998802,661.803081180608,647.749245997604
"606",178,"Decreasing","RFTDDM","a",0.866289347919863,303.636208592753,634.010864096177,634.010864096177
"607",178,"Decreasing","RFTDDM","t0",1.66810829754785e-10,303.636208592753,634.010864096177,634.010864096177
"608",178,"Decreasing","RFTDDM","nk",29,303.636208592753,634.010864096177,634.010864096177
"609",178,"Decreasing","RFTDDM","m",0.001,303.636208592753,634.010864096177,634.010864096177
"610",179,"Decreasing","CtlDDM","a",0.752841309912416,-28.2061506250902,-36.3584660671767,-50.4123012501804
"611",179,"Decreasing","CtlDDM","t0",1e-10,-28.2061506250902,-36.3584660671767,-50.4123012501804
"612",179,"Decreasing","CtlDDM","m",0.01,-28.2061506250902,-36.3584660671767,-50.4123012501804
"613",179,"Decreasing","RFTDDM","a",0.838447343230335,321.475040002077,669.688526914825,669.688526914825
"614",179,"Decreasing","RFTDDM","t0",9.43600206469273e-12,321.475040002077,669.688526914825,669.688526914825
"615",179,"Decreasing","RFTDDM","nk",18,321.475040002077,669.688526914825,669.688526914825
"616",179,"Decreasing","RFTDDM","m",0.001,321.475040002077,669.688526914825,669.688526914825
"617",18,"Decreasing","CtlDDM","a",1.10993929583093,2065.32471807576,4150.69951898881,4136.64943615151
"618",18,"Decreasing","CtlDDM","t0",1e-10,2065.32471807576,4150.69951898881,4136.64943615151
"619",18,"Decreasing","CtlDDM","m",0.01,2065.32471807576,4150.69951898881,4136.64943615151
"620",18,"Decreasing","RFTDDM","a",1.31167538948595,1690.79629079327,3408.3260253696,3408.3260253696
"621",18,"Decreasing","RFTDDM","t0",1.70133138283045e-11,1690.79629079327,3408.3260253696,3408.3260253696
"622",18,"Decreasing","RFTDDM","nk",96,1690.79629079327,3408.3260253696,3408.3260253696
"623",18,"Decreasing","RFTDDM","m",0.00327611728426103,1690.79629079327,3408.3260253696,3408.3260253696
"624",180,"Stable","CtlDDM","a",0.885097134092258,-75.3589818782855,-130.664128573567,-144.717963756571
"625",180,"Stable","CtlDDM","t0",1e-10,-75.3589818782855,-130.664128573567,-144.717963756571
"626",180,"Stable","CtlDDM","m",0.0327687464318815,-75.3589818782855,-130.664128573567,-144.717963756571
"627",180,"Stable","RFTDDM","a",1.2685553218786,225.201808584128,477.142064078927,477.142064078927
"628",180,"Stable","RFTDDM","t0",1.03855742963079e-10,225.201808584128,477.142064078927,477.142064078927
"629",180,"Stable","RFTDDM","nk",100,225.201808584128,477.142064078927,477.142064078927
"630",180,"Stable","RFTDDM","m",0.0455008412297883,225.201808584128,477.142064078927,477.142064078927
"631",19,"Stable","CtlDDM","a",0.979727648587085,732.315888074259,1484.68561133152,1470.63177614852
"632",19,"Stable","CtlDDM","t0",1e-10,732.315888074259,1484.68561133152,1470.63177614852
"633",19,"Stable","CtlDDM","m",0.0209798721500492,732.315888074259,1484.68561133152,1470.63177614852
"634",19,"Stable","RFTDDM","a",1.43304730285076,325.64286686903,678.024180648731,678.024180648731
"635",19,"Stable","RFTDDM","t0",1.04157834859596e-11,325.64286686903,678.024180648731,678.024180648731
"636",19,"Stable","RFTDDM","nk",100,325.64286686903,678.024180648731,678.024180648731
"637",19,"Stable","RFTDDM","m",0.0122038683034744,325.64286686903,678.024180648731,678.024180648731
"638",2,"Stable","CtlDDM","a",1.28816138115837,2937.94294563396,5895.93972645093,5881.88589126793
"639",2,"Stable","CtlDDM","t0",1e-10,2937.94294563396,5895.93972645093,5881.88589126793
"640",2,"Stable","CtlDDM","m",0.01,2937.94294563396,5895.93972645093,5881.88589126793
"641",2,"Stable","RFTDDM","a",1.63348889760515,2192.74248740951,4412.22342172969,4412.22342172969
"642",2,"Stable","RFTDDM","t0",2.24631036422964e-10,2192.74248740951,4412.22342172969,4412.22342172969
"643",2,"Stable","RFTDDM","nk",14,2192.74248740951,4412.22342172969,4412.22342172969
"644",2,"Stable","RFTDDM","m",0.0038766534246328,2192.74248740951,4412.22342172969,4412.22342172969
"645",20,"Decreasing","CtlDDM","a",1.03400472153612,807.810337156991,1635.67450949698,1621.62067431398
"646",20,"Decreasing","CtlDDM","t0",1e-10,807.810337156991,1635.67450949698,1621.62067431398
"647",20,"Decreasing","CtlDDM","m",0.0139854123523853,807.810337156991,1635.67450949698,1621.62067431398
"648",20,"Decreasing","RFTDDM","a",1.48369317754398,502.052937837513,1030.8443225857,1030.8443225857
"649",20,"Decreasing","RFTDDM","t0",1e-10,502.052937837513,1030.8443225857,1030.8443225857
"650",20,"Decreasing","RFTDDM","nk",45,502.052937837513,1030.8443225857,1030.8443225857
"651",20,"Decreasing","RFTDDM","m",0.00671186772546581,502.052937837513,1030.8443225857,1030.8443225857
"652",21,"Stable","CtlDDM","a",1.18392693225987,1856.53309329786,3733.12002177873,3719.06618659573
"653",21,"Stable","CtlDDM","t0",1e-10,1856.53309329786,3733.12002177873,3719.06618659573
"654",21,"Stable","CtlDDM","m",0.01,1856.53309329786,3733.12002177873,3719.06618659573
"655",21,"Stable","RFTDDM","a",1.38038056426794,1689.87371768386,3406.4858822784,3406.4858822784
"656",21,"Stable","RFTDDM","t0",1.85020382767897e-10,1689.87371768386,3406.4858822784,3406.4858822784
"657",21,"Stable","RFTDDM","nk",26,1689.87371768386,3406.4858822784,3406.4858822784
"658",21,"Stable","RFTDDM","m",0.001,1689.87371768386,3406.4858822784,3406.4858822784
"659",22,"Stable","CtlDDM","a",1.11209712931189,51.0887252580106,122.231285699025,108.177450516021
"660",22,"Stable","CtlDDM","t0",1e-10,51.0887252580106,122.231285699025,108.177450516021
"661",22,"Stable","CtlDDM","m",0.0267013015127171,51.0887252580106,122.231285699025,108.177450516021
"662",22,"Stable","RFTDDM","a",1.63141063630148,153.990862457117,334.720171824906,334.720171824906
"663",22,"Stable","RFTDDM","t0",8.30600961335597e-11,153.990862457117,334.720171824906,334.720171824906
"664",22,"Stable","RFTDDM","nk",95,153.990862457117,334.720171824906,334.720171824906
"665",22,"Stable","RFTDDM","m",0.0170874810823141,153.990862457117,334.720171824906,334.720171824906
"666",23,"Decreasing","CtlDDM","a",0.916116758829842,-35.1389118736093,-50.2239885642147,-64.2778237472185
"667",23,"Decreasing","CtlDDM","t0",1e-10,-35.1389118736093,-50.2239885642147,-64.2778237472185
"668",23,"Decreasing","CtlDDM","m",0.0157595375883522,-35.1389118736093,-50.2239885642147,-64.2778237472185
"669",23,"Decreasing","RFTDDM","a",1.15913989368505,100.112379082744,226.96320507616,226.96320507616
"670",23,"Decreasing","RFTDDM","t0",0.00359045896107133,100.112379082744,226.96320507616,226.96320507616
"671",23,"Decreasing","RFTDDM","nk",58,100.112379082744,226.96320507616,226.96320507616
"672",23,"Decreasing","RFTDDM","m",0.00475780231482226,100.112379082744,226.96320507616,226.96320507616
"673",24,"Stable","CtlDDM","a",0.302921865322972,18145.9856113161,36312.0250578151,36297.9712226321
"674",24,"Stable","CtlDDM","t0",1e-06,18145.9856113161,36312.0250578151,36297.9712226321
"675",24,"Stable","CtlDDM","m",0.05,18145.9856113161,36312.0250578151,36297.9712226321
"676",24,"Stable","RFTDDM","a",1.21775559714589,1330.01473418256,2686.76791527578,2686.76791527578
"677",24,"Stable","RFTDDM","t0",1.17013779255776e-11,1330.01473418256,2686.76791527578,2686.76791527578
"678",24,"Stable","RFTDDM","nk",98,1330.01473418256,2686.76791527578,2686.76791527578
"679",24,"Stable","RFTDDM","m",0.0043979199797108,1330.01473418256,2686.76791527578,2686.76791527578
"680",25,"Stable","CtlDDM","a",1.68584558254356,1168.8066104987,2357.66705618039,2343.61322099739
"681",25,"Stable","CtlDDM","t0",1e-10,1168.8066104987,2357.66705618039,2343.61322099739
"682",25,"Stable","CtlDDM","m",0.0121920726678216,1168.8066104987,2357.66705618039,2343.61322099739
"683",25,"Stable","RFTDDM","a",2.18188751158134,1224.64754817496,2476.0335432606,2476.0335432606
"684",25,"Stable","RFTDDM","t0",7.52049102065102e-09,1224.64754817496,2476.0335432606,2476.0335432606
"685",25,"Stable","RFTDDM","nk",100,1224.64754817496,2476.0335432606,2476.0335432606
"686",25,"Stable","RFTDDM","m",0.00449610849443676,1224.64754817496,2476.0335432606,2476.0335432606
"687",26,"Decreasing","CtlDDM","a",0.824275872725578,2240.26880992965,4500.59145504231,4486.53761985931
"688",26,"Decreasing","CtlDDM","t0",1e-10,2240.26880992965,4500.59145504231,4486.53761985931
"689",26,"Decreasing","CtlDDM","m",0.0122538903040997,2240.26880992965,4500.59145504231,4486.53761985931
"690",26,"Decreasing","RFTDDM","a",1.04223907043993,1364.89985585664,2756.53815862395,2756.53815862395
"691",26,"Decreasing","RFTDDM","t0",7.81280361859498e-10,1364.89985585664,2756.53815862395,2756.53815862395
"692",26,"Decreasing","RFTDDM","nk",21,1364.89985585664,2756.53815862395,2756.53815862395
"693",26,"Decreasing","RFTDDM","m",0.00575927412810474,1364.89985585664,2756.53815862395,2756.53815862395
"694",27,"Decreasing","CtlDDM","a",1.22821040826603,598.026431299572,1216.10669778215,1202.05286259914
"695",27,"Decreasing","CtlDDM","t0",1e-10,598.026431299572,1216.10669778215,1202.05286259914
"696",27,"Decreasing","CtlDDM","m",0.01,598.026431299572,1216.10669778215,1202.05286259914
"697",27,"Decreasing","RFTDDM","a",1.57008516063458,690.227946643244,1407.19434019716,1407.19434019716
"698",27,"Decreasing","RFTDDM","t0",2.77638786865457e-09,690.227946643244,1407.19434019716,1407.19434019716
"699",27,"Decreasing","RFTDDM","nk",30,690.227946643244,1407.19434019716,1407.19434019716
"700",27,"Decreasing","RFTDDM","m",0.001,690.227946643244,1407.19434019716,1407.19434019716
"701",28,"Decreasing","CtlDDM","a",1.39027812300465,731.214424964236,1482.48268511148,1468.42884992847
"702",28,"Decreasing","CtlDDM","t0",1e-10,731.214424964236,1482.48268511148,1468.42884992847
"703",28,"Decreasing","CtlDDM","m",0.0151045739791792,731.214424964236,1482.48268511148,1468.42884992847
"704",28,"Decreasing","RFTDDM","a",1.99871371547345,744.31923794113,1515.37692279293,1515.37692279293
"705",28,"Decreasing","RFTDDM","t0",1.04926530474179e-09,744.31923794113,1515.37692279293,1515.37692279293
"706",28,"Decreasing","RFTDDM","nk",99,744.31923794113,1515.37692279293,1515.37692279293
"707",28,"Decreasing","RFTDDM","m",0.00908066760263676,744.31923794113,1515.37692279293,1515.37692279293
"708",29,"Decreasing","CtlDDM","a",0.952880333698944,1557.2219215238,3134.49767823059,3120.44384304759
"709",29,"Decreasing","CtlDDM","t0",1e-10,1557.2219215238,3134.49767823059,3120.44384304759
"710",29,"Decreasing","CtlDDM","m",0.01,1557.2219215238,3134.49767823059,3120.44384304759
"711",29,"Decreasing","RFTDDM","a",1.14150864420819,1279.12020762614,2584.97886216295,2584.97886216295
"712",29,"Decreasing","RFTDDM","t0",6.34603188589754e-12,1279.12020762614,2584.97886216295,2584.97886216295
"713",29,"Decreasing","RFTDDM","nk",22,1279.12020762614,2584.97886216295,2584.97886216295
"714",29,"Decreasing","RFTDDM","m",0.001,1279.12020762614,2584.97886216295,2584.97886216295
"715",3,"Stable","CtlDDM","a",0.966440385145258,2046.67547752616,4113.40479023533,4099.35095505232
"716",3,"Stable","CtlDDM","t0",1e-10,2046.67547752616,4113.40479023533,4099.35095505232
"717",3,"Stable","CtlDDM","m",0.0112300731853655,2046.67547752616,4113.40479023533,4099.35095505232
"718",3,"Stable","RFTDDM","a",1.18943603253526,1479.99582009145,2986.73008709358,2986.73008709358
"719",3,"Stable","RFTDDM","t0",4.61668752142839e-11,1479.99582009145,2986.73008709358,2986.73008709358
"720",3,"Stable","RFTDDM","nk",25,1479.99582009145,2986.73008709358,2986.73008709358
"721",3,"Stable","RFTDDM","m",0.0044589980421318,1479.99582009145,2986.73008709358,2986.73008709358
"722",30,"Decreasing","CtlDDM","a",1.17429471916483,810.566784535149,1641.1874042533,1627.1335690703
"723",30,"Decreasing","CtlDDM","t0",1e-10,810.566784535149,1641.1874042533,1627.1335690703
"724",30,"Decreasing","CtlDDM","m",0.0198271152729855,810.566784535149,1641.1874042533,1627.1335690703
"725",30,"Decreasing","RFTDDM","a",1.37579100534746,915.876216379973,1858.49087967062,1858.49087967062
"726",30,"Decreasing","RFTDDM","t0",7.02591268124896e-11,915.876216379973,1858.49087967062,1858.49087967062
"727",30,"Decreasing","RFTDDM","nk",93,915.876216379973,1858.49087967062,1858.49087967062
"728",30,"Decreasing","RFTDDM","m",0.013406350188867,915.876216379973,1858.49087967062,1858.49087967062
"729",31,"Decreasing","CtlDDM","a",2.21811088807672,1608.03139091968,3236.11661702237,3222.06278183936
"730",31,"Decreasing","CtlDDM","t0",1e-10,1608.03139091968,3236.11661702237,3222.06278183936
"731",31,"Decreasing","CtlDDM","m",0.01,1608.03139091968,3236.11661702237,3222.06278183936
"732",31,"Decreasing","RFTDDM","a",2.52219900966845,1848.25762782641,3723.25370256348,3723.25370256348
"733",31,"Decreasing","RFTDDM","t0",3.73146620083558e-10,1848.25762782641,3723.25370256348,3723.25370256348
"734",31,"Decreasing","RFTDDM","nk",85,1848.25762782641,3723.25370256348,3723.25370256348
"735",31,"Decreasing","RFTDDM","m",0.001,1848.25762782641,3723.25370256348,3723.25370256348
"736",32,"Decreasing","CtlDDM","a",1.10345099401976,1107.47819300964,2235.01022120228,2220.95638601927
"737",32,"Decreasing","CtlDDM","t0",1e-10,1107.47819300964,2235.01022120228,2220.95638601927
"738",32,"Decreasing","CtlDDM","m",0.01,1107.47819300964,2235.01022120228,2220.95638601927
"739",32,"Decreasing","RFTDDM","a",1.30353837624339,1098.49280491444,2223.72405673955,2223.72405673955
"740",32,"Decreasing","RFTDDM","t0",1.07549745725825e-11,1098.49280491444,2223.72405673955,2223.72405673955
"741",32,"Decreasing","RFTDDM","nk",11,1098.49280491444,2223.72405673955,2223.72405673955
"742",32,"Decreasing","RFTDDM","m",0.001,1098.49280491444,2223.72405673955,2223.72405673955
"743",33,"Stable","CtlDDM","a",1.00981492374718,1310.40115147633,2640.85613813565,2626.80230295265
"744",33,"Stable","CtlDDM","t0",1e-10,1310.40115147633,2640.85613813565,2626.80230295265
"745",33,"Stable","CtlDDM","m",0.0113247121643756,1310.40115147633,2640.85613813565,2626.80230295265
"746",33,"Stable","RFTDDM","a",1.21811681387994,1239.09251151338,2504.92346993744,2504.92346993744
"747",33,"Stable","RFTDDM","t0",1.65712528400263e-12,1239.09251151338,2504.92346993744,2504.92346993744
"748",33,"Stable","RFTDDM","nk",13,1239.09251151338,2504.92346993744,2504.92346993744
"749",33,"Stable","RFTDDM","m",0.00407152149165584,1239.09251151338,2504.92346993744,2504.92346993744
"750",34,"Decreasing","CtlDDM","a",1.44409511657876,656.392413767317,1332.83866271764,1318.78482753463
"751",34,"Decreasing","CtlDDM","t0",1e-10,656.392413767317,1332.83866271764,1318.78482753463
"752",34,"Decreasing","CtlDDM","m",0.0169585244215141,656.392413767317,1332.83866271764,1318.78482753463
"753",34,"Decreasing","RFTDDM","a",1.89493565776326,726.96429521858,1480.66703734783,1480.66703734783
"754",34,"Decreasing","RFTDDM","t0",0.00699736729349461,726.96429521858,1480.66703734783,1480.66703734783
"755",34,"Decreasing","RFTDDM","nk",94,726.96429521858,1480.66703734783,1480.66703734783
"756",34,"Decreasing","RFTDDM","m",0.00878923277047774,726.96429521858,1480.66703734783,1480.66703734783
"757",35,"Decreasing","CtlDDM","a",1.38500420429067,839.84276115117,1699.73935748534,1685.68552230234
"758",35,"Decreasing","CtlDDM","t0",1e-10,839.84276115117,1699.73935748534,1685.68552230234
"759",35,"Decreasing","CtlDDM","m",0.0100014280282753,839.84276115117,1699.73935748534,1685.68552230234
"760",35,"Decreasing","RFTDDM","a",1.84726384403838,932.660848090551,1892.06014309177,1892.06014309177
"761",35,"Decreasing","RFTDDM","t0",9.042092598185e-10,932.660848090551,1892.06014309177,1892.06014309177
"762",35,"Decreasing","RFTDDM","nk",91,932.660848090551,1892.06014309177,1892.06014309177
"763",35,"Decreasing","RFTDDM","m",0.00309945952386421,932.660848090551,1892.06014309177,1892.06014309177
"764",36,"Stable","CtlDDM","a",1.24423836649454,2229.51107733008,4479.07598984316,4465.02215466016
"765",36,"Stable","CtlDDM","t0",1e-10,2229.51107733008,4479.07598984316,4465.02215466016
"766",36,"Stable","CtlDDM","m",0.01,2229.51107733008,4479.07598984316,4465.02215466016
"767",36,"Stable","RFTDDM","a",1.61085272980938,1656.55978235422,3339.85801161911,3339.85801161911
"768",36,"Stable","RFTDDM","t0",2.42797715782102e-10,1656.55978235422,3339.85801161911,3339.85801161911
"769",36,"Stable","RFTDDM","nk",8,1656.55978235422,3339.85801161911,3339.85801161911
"770",36,"Stable","RFTDDM","m",0.00159452382705322,1656.55978235422,3339.85801161911,3339.85801161911
"771",37,"Stable","CtlDDM","a",1.13689530063561,3123.45509049832,6266.96401617964,6252.91018099664
"772",37,"Stable","CtlDDM","t0",1e-10,3123.45509049832,6266.96401617964,6252.91018099664
"773",37,"Stable","CtlDDM","m",0.01,3123.45509049832,6266.96401617964,6252.91018099664
"774",37,"Stable","RFTDDM","a",1.46957661393368,2014.1616341444,4055.06171519946,4055.06171519946
"775",37,"Stable","RFTDDM","t0",1.70095479941244e-12,2014.1616341444,4055.06171519946,4055.06171519946
"776",37,"Stable","RFTDDM","nk",16,2014.1616341444,4055.06171519946,4055.06171519946
"777",37,"Stable","RFTDDM","m",0.001,2014.1616341444,4055.06171519946,4055.06171519946
"778",38,"Stable","CtlDDM","a",0.850775937325877,1572.455832388,3164.96549995901,3150.91166477601
"779",38,"Stable","CtlDDM","t0",1e-10,1572.455832388,3164.96549995901,3150.91166477601
"780",38,"Stable","CtlDDM","m",0.0145245962123707,1572.455832388,3164.96549995901,3150.91166477601
"781",38,"Stable","RFTDDM","a",1.10558074902055,1049.13598642508,2125.01041976084,2125.01041976084
"782",38,"Stable","RFTDDM","t0",2.02153960512102e-11,1049.13598642508,2125.01041976084,2125.01041976084
"783",38,"Stable","RFTDDM","nk",6,1049.13598642508,2125.01041976084,2125.01041976084
"784",38,"Stable","RFTDDM","m",0.00564221670636257,1049.13598642508,2125.01041976084,2125.01041976084
"785",39,"Stable","CtlDDM","a",1.34425365786893,282.474977778933,585.003790740869,570.949955557866
"786",39,"Stable","CtlDDM","t0",1e-10,282.474977778933,585.003790740869,570.949955557866
"787",39,"Stable","CtlDDM","m",0.0208487858911111,282.474977778933,585.003790740869,570.949955557866
"788",39,"Stable","RFTDDM","a",1.68208115157961,596.195577409853,1219.12960173038,1219.12960173038
"789",39,"Stable","RFTDDM","t0",0.000707651204571593,596.195577409853,1219.12960173038,1219.12960173038
"790",39,"Stable","RFTDDM","nk",100,596.195577409853,1219.12960173038,1219.12960173038
"791",39,"Stable","RFTDDM","m",0.00928851941339308,596.195577409853,1219.12960173038,1219.12960173038
"792",4,"Stable","CtlDDM","a",1.8500847689393,823.823152640501,1667.700140464,1653.646305281
"793",4,"Stable","CtlDDM","t0",1e-10,823.823152640501,1667.700140464,1653.646305281
"794",4,"Stable","CtlDDM","m",0.016071783831672,823.823152640501,1667.700140464,1653.646305281
"795",4,"Stable","RFTDDM","a",2.38604362521485,1199.96726359674,2426.67297410415,2426.67297410415
"796",4,"Stable","RFTDDM","t0",4.71058001162938e-10,1199.96726359674,2426.67297410415,2426.67297410415
"797",4,"Stable","RFTDDM","nk",100,1199.96726359674,2426.67297410415,2426.67297410415
"798",4,"Stable","RFTDDM","m",0.007254509853177,1199.96726359674,2426.67297410415,2426.67297410415
"799",40,"Decreasing","CtlDDM","a",1.13311539313915,2263.1703614263,4546.3945580356,4532.34072285259
"800",40,"Decreasing","CtlDDM","t0",1e-10,2263.1703614263,4546.3945580356,4532.34072285259
"801",40,"Decreasing","CtlDDM","m",0.01,2263.1703614263,4546.3945580356,4532.34072285259
"802",40,"Decreasing","RFTDDM","a",1.47756996090008,1411.51378004325,2849.76600699718,2849.76600699718
"803",40,"Decreasing","RFTDDM","t0",1.08944865214832e-10,1411.51378004325,2849.76600699718,2849.76600699718
"804",40,"Decreasing","RFTDDM","nk",29,1411.51378004325,2849.76600699718,2849.76600699718
"805",40,"Decreasing","RFTDDM","m",0.00283955013218123,1411.51378004325,2849.76600699718,2849.76600699718
"806",41,"Stable","CtlDDM","a",2.04189342083408,562.604189346066,1145.26221387514,1131.20837869213
"807",41,"Stable","CtlDDM","t0",1e-10,562.604189346066,1145.26221387514,1131.20837869213
"808",41,"Stable","CtlDDM","m",0.021710740446167,562.604189346066,1145.26221387514,1131.20837869213
"809",41,"Stable","RFTDDM","a",2.58478134064988,1052.19497983055,2131.12840657177,2131.12840657177
"810",41,"Stable","RFTDDM","t0",8.48504102992367e-10,1052.19497983055,2131.12840657177,2131.12840657177
"811",41,"Stable","RFTDDM","nk",67,1052.19497983055,2131.12840657177,2131.12840657177
"812",41,"Stable","RFTDDM","m",0.0108791320757412,1052.19497983055,2131.12840657177,2131.12840657177
"813",42,"Decreasing","CtlDDM","a",0.788522195400577,176.839232237823,373.73229965865,359.678464475646
"814",42,"Decreasing","CtlDDM","t0",1e-10,176.839232237823,373.73229965865,359.678464475646
"815",42,"Decreasing","CtlDDM","m",0.0145379494631474,176.839232237823,373.73229965865,359.678464475646
"816",42,"Decreasing","RFTDDM","a",1.03609047659198,80.5506526692069,187.839752249086,187.839752249086
"817",42,"Decreasing","RFTDDM","t0",1.4946581347858e-12,80.5506526692069,187.839752249086,187.839752249086
"818",42,"Decreasing","RFTDDM","nk",30,80.5506526692069,187.839752249086,187.839752249086
"819",42,"Decreasing","RFTDDM","m",0.001,80.5506526692069,187.839752249086,187.839752249086
"820",43,"Stable","CtlDDM","a",1.46646855900351,1333.98601275661,2688.02586069623,2673.97202551323
"821",43,"Stable","CtlDDM","t0",1e-10,1333.98601275661,2688.02586069623,2673.97202551323
"822",43,"Stable","CtlDDM","m",0.0129580304233477,1333.98601275661,2688.02586069623,2673.97202551323
"823",43,"Stable","RFTDDM","a",1.85389710214251,1299.09807709489,2624.93460110045,2624.93460110045
"824",43,"Stable","RFTDDM","t0",3.58226561035004e-10,1299.09807709489,2624.93460110045,2624.93460110045
"825",43,"Stable","RFTDDM","nk",59,1299.09807709489,2624.93460110045,2624.93460110045
"826",43,"Stable","RFTDDM","m",0.00573632161799191,1299.09807709489,2624.93460110045,2624.93460110045
"827",44,"Stable","CtlDDM","a",1.24100952217162,1560.18846721756,3140.43076961813,3126.37693443513
"828",44,"Stable","CtlDDM","t0",1e-10,1560.18846721756,3140.43076961813,3126.37693443513
"829",44,"Stable","CtlDDM","m",0.01,1560.18846721756,3140.43076961813,3126.37693443513
"830",44,"Stable","RFTDDM","a",1.38609087130132,1667.9622977345,3362.66304237968,3362.66304237968
"831",44,"Stable","RFTDDM","t0",1.83584626601658e-10,1667.9622977345,3362.66304237968,3362.66304237968
"832",44,"Stable","RFTDDM","nk",55,1667.9622977345,3362.66304237968,3362.66304237968
"833",44,"Stable","RFTDDM","m",0.00220822443198292,1667.9622977345,3362.66304237968,3362.66304237968
