id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,trialtype,colourfreq
030,71,1,1,Practice,1,NA,5.300156772136688e-06,5.598595499992371,"[34, 0, 220]",220,l,5.046329799806699,colour,0.5
030,71,1,1,Practice,2,NA,6.111012400127947,30.470560900168493,"[76, 0, 178]",178,a,23.840747399954125,colour,0.5
030,71,1,1,Practice,3,NA,30.98490300006233,33.17455970006995,"[30, 0, 224]",224,a,1.6702739999163896,colour,0.5
030,71,1,1,Practice,4,NA,33.680493800202385,35.246548200026155,"[85, 0, 169]",169,l,1.0495789998676628,colour,0.5
030,71,1,1,Practice,5,NA,35.75628970004618,36.92658379999921,"[37, 0, 217]",217,a,0.6471246997825801,colour,0.5
030,71,1,1,Practice,6,NA,37.44007540005259,38.03861590009183,"[39, 0, 215]",215,a,0.07476709992624819,colour,0.5
030,71,1,1,Practice,7,NA,38.54937650007196,39.126554700080305,"[77, 0, 177]",177,l,0.047464200062677264,colour,0.5
030,71,1,1,Practice,8,NA,39.637583600124344,40.198595200199634,"[70, 0, 184]",184,l,0.045231200056150556,colour,0.5
030,71,1,1,Practice,9,NA,40.707229000050575,41.478534599998966,"[63, 0, 191]",191,l,0.26364059979096055,colour,0.5
030,71,1,1,Practice,10,NA,41.991994000039995,45.86255710013211,"[21, 0, 233]",233,a,3.3494003999512643,colour,0.5
030,71,1,1,1,1,1,4.647730099968612,5.367982299998403,"[75, 0, 179]",179,l,0.19641140010207891,colour,0.5
030,71,1,1,1,2,2,5.877075599972159,10.224067299859598,"[44, 0, 210]",210,a,3.827822200022638,colour,0.5
030,71,1,1,1,3,3,10.732702099950984,11.744013899937272,"[39, 0, 215]",215,a,0.5036470999475569,colour,0.5
030,71,1,1,1,4,4,12.249070799909532,12.863986699841917,"[96, 0, 158]",158,l,0.10140599985606968,colour,0.5
030,71,1,1,1,5,5,13.386906399857253,13.936001399997622,"[46, 0, 208]",208,a,0.028563300147652626,colour,0.5
030,71,1,1,1,6,6,14.431826599873602,14.99202449992299,"[63, 0, 191]",191,l,0.03394230012781918,colour,0.5
030,71,1,1,1,7,7,15.502665099920705,18.983983699930832,"[88, 0, 166]",166,l,2.955920699983835,colour,0.5
030,71,1,1,1,8,8,19.498163799988106,34.78399989986792,"[26, 0, 228]",228,l,14.766545499907807,colour,0.5
030,71,1,1,1,9,9,35.29838529997505,37.75193839985877,"[2, 0, 252]",252,a,1.9236629998777062,colour,0.5
030,71,1,1,1,10,10,38.26451519993134,39.53598629985936,"[51, 0, 203]",203,a,0.7514871000312269,colour,0.5
030,71,1,1,1,11,11,40.04823419987224,40.759979399852455,"[77, 0, 177]",177,l,0.19200959987938404,colour,0.5
030,71,1,1,1,12,12,41.26136119989678,42.45601309998892,"[86, 0, 168]",168,l,0.6790993001777679,colour,0.5
030,71,1,1,1,13,13,42.96512609999627,43.91197969997302,"[42, 0, 212]",212,a,0.42354560014791787,colour,0.5
030,71,1,1,1,14,14,44.43178659980185,45.3759349999018,"[66, 0, 188]",188,l,0.4252780000679195,colour,0.5
030,71,1,1,1,15,15,45.88582139997743,46.95201519993134,"[53, 0, 201]",201,a,0.558477200102061,colour,0.5
030,71,1,1,1,16,16,47.46344939991832,48.42398009984754,"[67, 0, 187]",187,l,0.4354550999123603,colour,0.5
030,71,1,1,1,17,17,48.943942999932915,49.99993209983222,"[19, 0, 235]",235,a,0.5267483999487013,colour,0.5
030,71,1,1,1,18,18,50.51025199983269,51.49593929992989,"[48, 0, 206]",206,a,0.47015150007791817,colour,0.5
030,71,1,1,1,19,19,52.01035529980436,52.895966299809515,"[62, 0, 192]",192,l,0.3701175998430699,colour,0.5
030,71,1,1,1,20,20,53.40985399996862,54.98398749995977,"[31, 0, 223]",223,a,1.0459433000069112,colour,0.5
030,71,1,1,1,21,21,55.49712749989703,56.463970799930394,"[99, 0, 155]",155,l,0.44756160001270473,colour,0.5
030,71,1,1,1,22,22,56.98154419986531,58.039947299985215,"[60, 0, 194]",194,a,0.5282772001810372,colour,0.5
030,71,1,1,1,23,23,58.54862209991552,59.75196939986199,"[4, 0, 250]",250,a,0.6775640998966992,colour,0.5
030,71,1,1,1,24,24,60.26269309991039,61.1759224999696,"[40, 0, 214]",214,a,0.3870713000651449,colour,0.5
030,71,1,1,1,25,25,61.68328239978291,62.66395669989288,"[64, 0, 190]",190,l,0.46008630003780127,colour,0.5
030,71,1,1,1,26,26,63.18539209989831,64.2079703998752,"[82, 0, 172]",172,l,0.5020663000177592,colour,0.5
030,71,1,1,1,27,27,64.7145575999748,65.75208569993265,"[20, 0, 234]",234,a,0.5286793000996113,colour,0.5
030,71,1,1,1,28,28,66.25553779979236,67.26414199988358,"[93, 0, 161]",161,l,0.4907871999312192,colour,0.5
030,71,1,1,1,29,29,67.77542550000362,68.76806089980528,"[90, 0, 164]",164,l,0.47327949991449714,colour,0.5
030,71,1,1,1,30,30,69.27121439995244,70.30397079978138,"[11, 0, 243]",243,a,0.5241296999156475,colour,0.5
030,71,1,1,1,31,31,70.81840019999072,71.75199919985607,"[16, 0, 238]",238,a,0.4131372000556439,colour,0.5
030,71,1,1,1,32,32,72.26833130000159,73.21595579991117,"[10, 0, 244]",244,a,0.41344200004823506,colour,0.5
030,71,1,1,1,33,33,73.72676209989004,74.5119605998043,"[55, 0, 199]",199,l,0.25427769985981286,colour,0.5
030,71,1,1,1,34,34,75.02085939981043,75.99201069981791,"[12, 0, 242]",242,a,0.439904399914667,colour,0.5
030,71,1,1,1,35,35,76.49457199987955,77.38396569993347,"[71, 0, 183]",183,l,0.36684829997830093,colour,0.5
030,71,1,1,1,36,36,77.89293609978631,78.86394399986602,"[21, 0, 233]",233,a,0.45580430002883077,colour,0.5
030,71,1,1,1,37,37,79.3784484998323,80.39237129990943,"[87, 0, 167]",167,l,0.4870631000958383,colour,0.5
030,71,1,1,1,38,38,80.90266439993866,81.97594699985348,"[8, 0, 246]",246,a,0.5583035000599921,colour,0.5
030,71,1,1,1,39,39,82.49863319983706,83.44000659999438,"[15, 0, 239]",239,a,0.4230928001925349,colour,0.5
030,71,1,1,1,40,40,83.95647179987282,84.7919133999385,"[95, 0, 159]",159,l,0.316134599968791,colour,0.5
030,71,1,1,1,41,41,85.3098720998969,86.23992599989288,"[85, 0, 169]",169,l,0.399340899894014,colour,0.5
030,71,1,1,1,42,42,86.7491673999466,87.68796669994481,"[58, 0, 196]",196,l,0.4176781999412924,colour,0.5
030,71,1,1,1,43,43,88.20980869978666,89.04794199997559,"[70, 0, 184]",184,l,0.3099921999964863,colour,0.5
030,71,1,1,1,44,44,89.56511689978652,90.59994799993001,"[49, 0, 205]",205,l,0.5129476001020521,colour,0.5
030,71,1,1,1,45,45,91.10361889982596,91.95194289996289,"[43, 0, 211]",211,a,0.3271175001282245,colour,0.5
030,71,1,1,1,46,46,92.46492229984142,93.39196809986606,"[57, 0, 197]",197,l,0.403318400029093,colour,0.5
030,71,1,1,1,47,47,93.89410519995727,94.79991329996847,"[23, 0, 231]",231,a,0.3909593999851495,colour,0.5
030,71,1,1,1,48,48,95.30969129991718,96.28003169992007,"[13, 0, 241]",241,a,0.4418422000017017,colour,0.5
030,71,1,1,1,49,49,96.79834359977394,97.68794869980775,"[25, 0, 229]",229,a,0.36936349980533123,colour,0.5
030,71,1,1,1,50,50,98.19539209990762,99.10395009978674,"[29, 0, 225]",225,a,0.3940518999006599,colour,0.5
030,71,1,1,2,1,51,104.53084949986078,105.45592749980278,"[56, 0, 198]",198,l,0.40383929992094636,colour,0.5
030,71,1,1,2,2,52,105.97480579977855,106.98406289983541,"[19, 0, 235]",235,a,0.47942229988984764,colour,0.5
030,71,1,1,2,3,53,107.49886669986881,108.43997059995309,"[43, 0, 211]",211,l,0.4112003000918776,colour,0.5
030,71,1,1,2,4,54,108.95104059996083,109.70398189988919,"[62, 0, 192]",192,l,0.23699659993872046,colour,0.5
030,71,1,1,2,5,55,110.22636479977518,110.9679566998966,"[59, 0, 195]",195,l,0.2257085999008268,colour,0.5
030,71,1,1,2,6,56,111.47946770000271,112.07997359987348,"[3, 0, 251]",251,a,0.08488420001231134,colour,0.5
030,71,1,1,2,7,57,112.58765139989555,113.53594519989565,"[22, 0, 232]",232,a,0.434091700008139,colour,0.5
030,71,1,1,2,8,58,114.04428219981492,114.9199872999452,"[14, 0, 240]",240,a,0.34773569996468723,colour,0.5
030,71,1,1,2,9,59,115.43183349980973,116.36792549979873,"[69, 0, 185]",185,l,0.4123308998532593,colour,0.5
030,71,1,1,2,10,60,116.881689599948,117.79995549982414,"[8, 0, 246]",246,a,0.3943602000363171,colour,0.5
030,71,1,1,2,11,61,118.31143589993007,119.20798079995438,"[78, 0, 176]",176,l,0.36854870012030005,colour,0.5
030,71,1,1,2,12,62,119.71511869993992,120.61600309982896,"[79, 0, 175]",175,l,0.3702428999822587,colour,0.5
030,71,1,1,2,13,63,121.11830609990284,122.03199950000271,"[24, 0, 230]",230,a,0.39820500020869076,colour,0.5
