id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,trialtype,colourfreq
009,62,1,1,Practice,1,NA,5.907611921429634e-06,3.0698138608131558,"[6, 0, 248]",248,a,2.4828425098676234,colour,0.5
009,62,1,1,Practice,2,NA,3.579292149282992,28.7099098644685,"[22, 0, 232]",232,a,24.60754663334228,colour,0.5
009,62,1,1,Practice,3,NA,29.226740068988875,32.5338313379325,"[28, 0, 226]",226,a,2.783715744270012,colour,0.5
009,62,1,1,Practice,4,NA,33.055275443708524,37.89381410321221,"[98, 0, 156]",156,l,4.315239934483543,colour,0.5
009,62,1,1,Practice,5,NA,38.4006236938294,40.50176639761776,"[48, 0, 206]",206,a,1.5781645693350583,colour,0.5
009,62,1,1,Practice,6,NA,41.03290461935103,42.605741244973615,"[95, 0, 159]",159,l,1.0566479957196862,colour,0.5
009,62,1,1,Practice,7,NA,43.11962587828748,44.67781262868084,"[33, 0, 221]",221,a,1.0348580933641642,colour,0.5
009,62,1,1,Practice,8,NA,45.19795349938795,46.60579362651333,"[77, 0, 177]",177,l,0.8844697223976254,colour,0.5
009,62,1,1,Practice,9,NA,47.123865232337266,48.621801481349394,"[78, 0, 176]",176,l,0.9746973887085915,colour,0.5
009,62,1,1,Practice,10,NA,49.12709870492108,50.397799427155405,"[88, 0, 166]",166,l,0.7541749605443329,colour,0.5
009,62,1,1,1,1,1,4.8654729733243585,6.647965039126575,"[2, 0, 252]",252,a,1.2549508360680193,colour,0.5
009,62,1,1,1,2,2,7.166793222539127,8.472066893940791,"[36, 0, 218]",218,a,0.7978299893438816,colour,0.5
009,62,1,1,1,3,3,8.980818931246176,10.568051007809117,"[71, 0, 183]",183,a,1.063870730344206,colour,0.5
009,62,1,1,1,4,4,11.074702666373923,12.407950797816738,"[26, 0, 228]",228,a,0.8098840282764286,colour,0.5
009,62,1,1,1,5,5,12.918572420021519,14.191996190929785,"[0, 0, 254]",254,a,0.7500257969368249,colour,0.5
009,62,1,1,1,6,6,14.700066875200719,16.295966312056407,"[64, 0, 190]",190,a,1.0727787304203957,colour,0.5
009,62,1,1,1,7,7,16.81084855622612,18.623985355254263,"[94, 0, 160]",160,l,1.302225306397304,colour,0.5
009,62,1,1,1,8,8,19.143192811869085,20.35199203179218,"[65, 0, 189]",189,a,0.6854370858054608,colour,0.5
009,62,1,1,1,9,9,20.863094145664945,22.063951075077057,"[19, 0, 235]",235,a,0.6775908938143402,colour,0.5
009,62,1,1,1,10,10,22.583077005576342,23.808069187682122,"[16, 0, 238]",238,a,0.701650921953842,colour,0.5
009,62,1,1,1,11,11,24.317628214601427,25.59195389179513,"[14, 0, 240]",240,a,0.7512400229461491,colour,0.5
009,62,1,1,1,12,12,26.100926482584327,27.295967887621373,"[95, 0, 159]",159,l,0.6719801691360772,colour,0.5
009,62,1,1,1,13,13,27.804144910071045,29.01597280264832,"[70, 0, 184]",184,a,0.6884960846509784,colour,0.5
009,62,1,1,1,14,14,29.523069113027304,30.607933783670887,"[50, 0, 204]",204,a,0.5697197315748781,colour,0.5
009,62,1,1,1,15,15,31.124450487084687,32.27201183442958,"[28, 0, 226]",226,a,0.630439697066322,colour,0.5
009,62,1,1,1,16,16,32.77755914977752,33.96792797045782,"[56, 0, 198]",198,a,0.6669806928839535,colour,0.5
009,62,1,1,1,17,17,34.46958527271636,35.695971274515614,"[25, 0, 229]",229,a,0.7045047271531075,colour,0.5
009,62,1,1,1,18,18,36.202910834224895,37.27201616670936,"[92, 0, 162]",162,l,0.5458790753036737,colour,0.5
009,62,1,1,1,19,19,37.77926607662812,38.88799897301942,"[10, 0, 244]",244,a,0.5853183809667826,colour,0.5
009,62,1,1,1,20,20,39.40703589445911,40.399944310309365,"[32, 0, 222]",222,a,0.46976132155396044,colour,0.5
009,62,1,1,1,21,21,40.907234392594546,41.91193848452531,"[37, 0, 217]",217,a,0.4814140317030251,colour,0.5
009,62,1,1,1,22,22,42.42346437647939,43.65592938521877,"[66, 0, 188]",188,a,0.707754741422832,colour,0.5
009,62,1,1,1,23,23,44.17546491511166,45.26393642392941,"[90, 0, 164]",164,l,0.5650132764130831,colour,0.5
009,62,1,1,1,24,24,45.785043004201725,46.9199461536482,"[97, 0, 157]",157,l,0.6116272676736116,colour,0.5
009,62,1,1,1,25,25,47.441463908413425,48.65593962511048,"[30, 0, 224]",224,a,0.6911730533465743,colour,0.5
009,62,1,1,1,26,26,49.175965099129826,50.287946827709675,"[20, 0, 234]",234,a,0.5855263313278556,colour,0.5
009,62,1,1,1,27,27,50.80417602392845,51.903893400216475,"[41, 0, 213]",213,a,0.5763379132840782,colour,0.5
009,62,1,1,1,28,28,52.41371315298602,53.52795870625414,"[29, 0, 225]",225,a,0.5890150158666074,colour,0.5
009,62,1,1,1,29,29,54.04053143970668,55.07992702838965,"[49, 0, 205]",205,a,0.5160074611194432,colour,0.5
009,62,1,1,1,30,30,55.587471928680316,56.55188482697122,"[54, 0, 200]",200,a,0.4410712441895157,colour,0.5
009,62,1,1,1,31,31,57.07197607308626,58.184220497030765,"[27, 0, 227]",227,a,0.5889047391247004,colour,0.5
009,62,1,1,1,32,32,58.697057894663885,60.215883320895955,"[75, 0, 179]",179,l,0.9955570276360959,colour,0.5
009,62,1,1,1,33,33,60.72980615706183,61.60793929756619,"[8, 0, 246]",246,a,0.3547418618109077,colour,0.5
009,62,1,1,1,34,34,62.12061994452961,63.111918713431805,"[76, 0, 178]",178,l,0.4680228871293366,colour,0.5
