id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,trialintensity,response,RT,trialtype,colourfreq
113,20,1,1,Practice,1,NA,5.513778887689114e-06,1.3043192294426262,"[78, 0, 176]",176,a,0.7487999515142292,colour,0.5
113,20,1,1,Practice,2,NA,1.8132548056310043,2.5923478100448847,"[1, 0, 253]",253,a,0.2644604468951002,colour,0.5
113,20,1,1,Practice,3,NA,3.1016752630239353,3.648334189201705,"[40, 0, 214]",214,a,0.02332394919358194,colour,0.5
113,20,1,1,Practice,4,NA,4.16427037678659,6.968297372572124,"[36, 0, 218]",218,a,2.2807853602571413,colour,0.5
113,20,1,1,Practice,5,NA,7.476751669077203,8.40831030649133,"[48, 0, 206]",206,a,0.4082398080499843,colour,0.5
113,20,1,1,Practice,6,NA,8.930241222726181,9.72834398818668,"[59, 0, 195]",195,a,0.27525733900256455,colour,0.5
113,20,1,1,Practice,7,NA,10.24230897682719,11.056313665118068,"[72, 0, 182]",182,a,0.2906882220413536,colour,0.5
113,20,1,1,Practice,8,NA,11.570464155287482,12.384334936039522,"[32, 0, 222]",222,a,0.29046491149347275,colour,0.5
113,20,1,1,Practice,9,NA,12.89653864572756,13.512309654266573,"[54, 0, 200]",200,a,0.09239034540951252,colour,0.5
113,20,1,1,Practice,10,NA,14.020478806341998,21.760345150833018,"[79, 0, 175]",175,a,7.214669657871127,colour,0.5
113,20,1,1,1,1,1,4.227485404000618,5.112002690671943,"[0, 0, 254]",254,a,0.36045251321047544,colour,0.5
113,20,1,1,1,2,2,5.618922957335599,6.19997329718899,"[13, 0, 241]",241,a,0.05775907973293215,colour,0.5
113,20,1,1,1,3,3,6.706522561027668,7.623974425136112,"[20, 0, 234]",234,a,0.3943626469699666,colour,0.5
113,20,1,1,1,4,4,8.14416493626777,9.024006090359762,"[19, 0, 235]",235,a,0.363600917509757,colour,0.5
113,20,1,1,1,5,5,9.543285242049024,10.415969821857288,"[8, 0, 246]",246,a,0.34940159041434526,colour,0.5
113,20,1,1,1,6,6,10.933878389769234,11.71202970854938,"[29, 0, 225]",225,a,0.253673794795759,colour,0.5
113,20,1,1,1,7,7,12.231895690667443,12.872003620141186,"[43, 0, 211]",211,a,0.1168922878568992,colour,0.5
113,20,1,1,1,8,8,13.388165481388569,14.151982777868398,"[44, 0, 210]",210,a,0.24044726719148457,colour,0.5
113,20,1,1,1,9,9,14.66938997991383,15.255974248750135,"[70, 0, 184]",184,l,0.06340092257596552,colour,0.5
113,20,1,1,1,10,10,15.763139093760401,16.303998244926333,"[88, 0, 166]",166,l,0.01756828499492258,colour,0.5
113,20,1,1,1,11,11,16.81181254191324,17.351964345900342,"[90, 0, 164]",164,l,0.017130328342318535,colour,0.5
113,20,1,1,1,12,12,17.858695172704756,19.42401176178828,"[51, 0, 203]",203,a,1.041880787583068,colour,0.5
113,20,1,1,1,13,13,19.936864135670476,20.719994060811587,"[72, 0, 182]",182,l,0.2597760434728116,colour,0.5
113,20,1,1,1,14,14,21.233686114195734,22.60800239769742,"[89, 0, 165]",165,l,0.8511282110121101,colour,0.5
113,20,1,1,1,15,15,23.12431982799899,23.80797018110752,"[58, 0, 196]",196,a,0.15923466288950294,colour,0.5
113,20,1,1,1,16,16,24.328537996625528,26.07998419890646,"[9, 0, 245]",245,a,1.237399687524885,colour,0.5
113,20,1,1,1,17,17,26.60140311543364,27.383929668576457,"[91, 0, 163]",163,l,0.2592242653481662,colour,0.5
113,20,1,1,1,18,18,27.898693376686424,28.64793246635236,"[3, 0, 251]",251,a,0.22603802022058517,colour,0.5
113,20,1,1,1,19,19,29.164237293647602,29.92799236252904,"[21, 0, 233]",233,a,0.24036889185663313,colour,0.5
113,20,1,1,1,20,20,30.445509053650312,31.159969185478985,"[2, 0, 252]",252,a,0.1910865579266101,colour,0.5
113,20,1,1,1,21,21,31.679890699801035,32.72800685605034,"[83, 0, 171]",171,l,0.5248276530764997,colour,0.5
113,20,1,1,1,22,22,33.24233575828839,33.888017001445405,"[76, 0, 178]",178,l,0.12224662315566093,colour,0.5
113,20,1,1,1,23,23,34.39858900755644,34.98401221865788,"[54, 0, 200]",200,a,0.062136283377185464,colour,0.5
113,20,1,1,1,24,24,35.48894080647733,36.11998279672116,"[6, 0, 248]",248,a,0.10766053944826126,colour,0.5
113,20,1,1,1,25,25,36.617215635371394,37.56794432899915,"[79, 0, 175]",175,l,0.4273618151200935,colour,0.5
113,20,1,1,1,26,26,38.08595765999053,38.98396220023278,"[96, 0, 158]",158,l,0.3746522341389209,colour,0.5
113,20,1,1,1,27,27,39.49828361941036,40.03194129804615,"[85, 0, 169]",169,l,0.010737421340309083,colour,0.5
113,20,1,1,1,28,28,40.54508945019916,41.15197411319241,"[5, 0, 249]",249,a,0.08359694748651236,colour,0.5
113,20,1,1,1,29,29,41.67014419485349,42.287957294494845,"[53, 0, 201]",201,a,0.09458288573659956,colour,0.5
113,20,1,1,1,30,30,42.79506857634988,43.34393107064534,"[73, 0, 181]",181,l,0.02590600319672376,colour,0.5
113,20,1,1,1,31,31,43.85757507488597,44.567967565963045,"[10, 0, 244]",244,a,0.18708035722374916,colour,0.5
113,20,1,1,1,32,32,45.076406502514146,46.439952281536534,"[40, 0, 214]",214,a,0.8502546607051045,colour,0.5
113,20,1,1,1,33,33,46.95716019754764,47.551917163073085,"[68, 0, 186]",186,l,0.07174691138789058,colour,0.5
113,20,1,1,1,34,34,48.06651742523536,48.63196477119345,"[49, 0, 205]",205,a,0.04227148264180869,colour,0.5
113,20,1,1,1,35,35,49.1340935084736,49.775955627672374,"[32, 0, 222]",222,a,0.11854092683643103,colour,0.5
113,20,1,1,1,36,36,50.29030382842757,51.04793735011481,"[84, 0, 170]",170,l,0.23439976305235177,colour,0.5
113,20,1,1,1,37,37,51.555888311588205,52.59992895019241,"[12, 0, 242]",242,a,0.5206138956127688,colour,0.5
113,20,1,1,1,38,38,53.118409382295795,54.055944237625226,"[80, 0, 174]",174,l,0.4142333552008495,colour,0.5
113,20,1,1,1,39,39,54.571625213022344,55.47196762263775,"[99, 0, 155]",155,l,0.3771484295139089,colour,0.5
113,20,1,1,1,40,40,55.97974450420588,56.72796944063157,"[48, 0, 206]",206,a,0.2249254055786878,colour,0.5
113,20,1,1,1,41,41,57.234121707850136,57.9119443227537,"[37, 0, 217]",217,a,0.15454395790584385,colour,0.5
113,20,1,1,1,42,42,58.421525412471965,58.95197088376153,"[69, 0, 185]",185,l,0.007117583532817662,colour,0.5
113,20,1,1,1,43,43,59.46841355704237,61.047947983955964,"[35, 0, 219]",219,a,1.054728041519411,colour,0.5
113,20,1,1,1,44,44,61.56389007915277,62.7919835812645,"[66, 0, 188]",188,l,0.7047159897629172,colour,0.5
113,20,1,1,1,45,45,63.29832410684321,64.08797769562807,"[50, 0, 204]",204,a,0.2664025010308251,colour,0.5
113,20,1,1,1,46,46,64.5951421468053,66.95194095140323,"[47, 0, 207]",207,a,1.8335177844855934,colour,0.5
113,20,1,1,1,47,47,67.47017601761036,68.23194373981096,"[94, 0, 160]",160,l,0.2384516499005258,colour,0.5
113,20,1,1,1,48,48,68.75142690376379,69.41596391424537,"[45, 0, 209]",209,a,0.141188642825,colour,0.5
113,20,1,1,1,49,49,69.9233473436907,70.79198436904699,"[78, 0, 176]",176,l,0.3502759285038337,colour,0.5
113,20,1,1,1,50,50,71.30914187268354,72.60797719156835,"[14, 0, 240]",240,a,0.7756598495179787,colour,0.5
113,20,1,1,2,1,51,77.88708594976924,78.45592352142558,"[75, 0, 179]",179,l,0.04469678597524762,colour,0.5
113,20,1,1,2,2,52,78.96594690007623,80.45591879519634,"[86, 0, 168]",168,l,0.9667282904265448,colour,0.5
113,20,1,1,2,3,53,80.9660453615943,81.57594058278482,"[54, 0, 200]",200,a,0.0867095118155703,colour,0.5
113,20,1,1,2,4,54,82.09090278937947,82.9599316912936,"[17, 0, 237]",237,a,0.34560373425483704,colour,0.5
113,20,1,1,2,5,55,83.46593902318273,84.00793008762412,"[1, 0, 253]",253,a,0.01872382895089686,colour,0.5
113,20,1,1,2,6,56,84.52850971848238,85.38394384703133,"[69, 0, 185]",185,l,0.3322476315079257,colour,0.5
113,20,1,1,2,7,57,85.9034077123506,86.6719503721688,"[81, 0, 173]",173,l,0.24290722876321524,colour,0.5
113,20,1,1,2,8,58,87.18684523110278,87.80793749191798,"[12, 0, 242]",242,a,0.09771356696728617,colour,0.5
113,20,1,1,2,9,59,88.32745373877697,90.13591859047301,"[64, 0, 190]",190,l,1.2851349946577102,colour,0.5
113,20,1,1,2,10,60,90.65561521879863,91.55195024621207,"[99, 0, 155]",155,l,0.37304416112601757,colour,0.5
113,20,1,1,2,11,61,92.06198544020299,92.87192406330723,"[94, 0, 160]",160,l,0.2866698121652007,colour,0.5
113,20,1,1,2,12,62,93.38993424340151,93.95992538973223,"[56, 0, 198]",198,a,0.0466238739900291,colour,0.5
113,20,1,1,2,13,63,94.46804728033021,95.35990585503168,"[16, 0, 238]",238,a,0.36634602362755686,colour,0.5
113,20,1,1,2,14,64,95.8783543856116,96.75197592494078,"[38, 0, 216]",216,a,0.3486871540080756,colour,0.5
113,20,1,1,2,15,65,97.27068912005052,98.07194068364333,"[89, 0, 165]",165,l,0.27797881432343274,colour,0.5
113,20,1,1,2,16,66,98.5832200369332,99.75992924941238,"[61, 0, 193]",193,a,0.653667256818153,colour,0.5
113,20,1,1,2,17,67,100.2706623384729,101.06391843606252,"[72, 0, 182]",182,l,0.26999398204497993,colour,0.5
113,20,1,1,2,18,68,101.58319758775178,102.1599349208409,"[74, 0, 180]",180,l,0.05380447278730571,colour,0.5
113,20,1,1,2,19,69,102.67690377240069,103.90393822290935,"[35, 0, 219]",219,a,0.7037120766472071,colour,0.5
113,20,1,1,2,20,70,104.41123618779238,105.0319141226355,"[26, 0, 228]",228,a,0.09724134567659348,colour,0.5
113,20,1,1,2,21,71,105.55185217852704,106.07996096194256,"[20, 0, 234]",234,a,0.004612723481841385,colour,0.5
113,20,1,1,2,22,72,106.59874623082578,107.84787661908194,"[8, 0, 246]",246,a,0.7259301065932959,colour,0.5
113,20,1,1,2,23,73,108.36435788928065,108.91990631190129,"[47, 0, 207]",207,a,0.03220793174114078,colour,0.5
113,20,1,1,2,24,74,109.42691795085557,109.99187889706809,"[44, 0, 210]",210,a,0.04171734151896089,colour,0.5
113,20,1,1,2,25,75,110.50504122779239,111.63189860514831,"[83, 0, 171]",171,l,0.6035720249637961,colour,0.5
113,20,1,1,2,26,76,112.14564855385106,113.0239454380935,"[19, 0, 235]",235,a,0.35505446104798466,colour,0.5
113,20,1,1,2,27,77,113.53620586160105,114.20794119406492,"[52, 0, 202]",202,a,0.1483830262441188,colour,0.5
113,20,1,1,2,28,78,114.72370605857577,115.39191331923939,"[4, 0, 250]",250,a,0.14486480061896145,colour,0.5
113,20,1,1,2,29,79,115.91126572620124,116.63193602045067,"[42, 0, 212]",212,a,0.19727584649808705,colour,0.5
113,20,1,1,2,30,80,117.13313843205106,117.84795460058376,"[23, 0, 231]",231,a,0.19161431142129004,colour,0.5
113,20,1,1,2,31,81,118.36751771508716,119.34393658442423,"[41, 0, 213]",213,a,0.4530988584738225,colour,0.5
113,20,1,1,2,32,82,119.85191472130828,120.87988408317324,"[29, 0, 225]",225,a,0.5051964030135423,colour,0.5
113,20,1,1,2,33,83,121.39878553664312,122.22393488301896,"[93, 0, 161]",161,l,0.3019541846588254,colour,0.5
113,20,1,1,2,34,84,122.7430194747867,123.58389745187014,"[97, 0, 157]",157,l,0.31776946142781526,colour,0.5
113,20,1,1,2,35,85,124.10245822870638,124.99187062634155,"[60, 0, 194]",194,a,0.3659978638170287,colour,0.5
113,20,1,1,2,36,86,125.49942537874449,126.26383698871359,"[82, 0, 172]",172,l,0.24122235598042607,colour,0.5
