"","id","condition","model","parsname","pars","LL","convergence","BIC"
"305",62,"Stable","RTF","nk",46,-214.957855868216,0,9.30605923979996
"306",63,"Stable","Ctl","tau",0.369671407632892,-151.79836691807,0,3.32411724175949
"307",63,"Stable","Ctl","sigma_ctl",0.115820162402117,-151.79836691807,0,3.32411724175949
"308",63,"Stable","RTF","tau0",35.843797109178,-154.552511304676,0,9.98385359683577
"309",63,"Stable","RTF","sigma_rtf",12.1265022409485,-154.552511304676,0,9.98385359683577
"310",63,"Stable","RTF","nk",46,-154.552511304676,0,9.98385359683577
"311",64,"Stable","Ctl","tau",0.311635588077028,-128.708429977587,0,3.65412422843918
"312",64,"Stable","Ctl","sigma_ctl",0.0951622528288582,-128.708429977587,0,3.65412422843918
"313",64,"Stable","RTF","tau0",30.2553223564071,-126.351062753534,0,10.3812070696118
"314",64,"Stable","RTF","sigma_rtf",9.81439396859063,-126.351062753534,0,10.3812070696118
"315",64,"Stable","RTF","nk",41,-126.351062753534,0,10.3812070696118
"316",65,"Stable","Ctl","tau",-6.50402247927564,-541.979161638765,0,0.778768348256683
"317",65,"Stable","Ctl","sigma_ctl",37.1448653037791,-541.979161638765,0,0.778768348256683
"318",65,"Stable","RTF","tau0",42.4384110911365,-133.550792263813,0,10.266025942576
"319",65,"Stable","RTF","sigma_rtf",10.3268589131815,-133.550792263813,0,10.266025942576
"320",65,"Stable","RTF","nk",43,-133.550792263813,0,10.266025942576
"321",66,"Stable","Ctl","tau",0.373890014777037,-122.59010498142,0,3.75153083439874
"322",66,"Stable","Ctl","sigma_ctl",0.0800727888180343,-122.59010498142,0,3.75153083439874
"323",66,"Stable","RTF","tau0",35.6084499082806,-143.617128751373,0,10.0558232631415
"324",66,"Stable","RTF","sigma_rtf",10.8409948063295,-143.617128751373,0,10.0558232631415
"325",66,"Stable","RTF","nk",49,-143.617128751373,0,10.0558232631415
"326",70,"Decreasing","Ctl","tau",0.288303184759406,-212.333157448838,0,2.65291037821127
"327",70,"Decreasing","Ctl","sigma_ctl",0.10739333536822,-212.333157448838,0,2.65291037821127
"328",70,"Decreasing","RTF","tau0",38.4308378457069,-163.304257228228,0,9.77787769234893
"329",70,"Decreasing","RTF","sigma_rtf",11.9125777271164,-163.304257228228,0,9.77787769234893
"330",70,"Decreasing","RTF","nk",43,-163.304257228228,0,9.77787769234893
"331",101,"Decreasing","Ctl","tau",0.400715977542372,-190.620043122556,0,2.86865916787171
"332",101,"Decreasing","Ctl","sigma_ctl",0.0994316461038497,-190.620043122556,0,2.86865916787171
"333",101,"Decreasing","RTF","tau0",50.6313958319218,-170.544845842839,0,9.85470598976222
"334",101,"Decreasing","RTF","sigma_rtf",10.3344363950474,-170.544845842839,0,9.85470598976222
"335",101,"Decreasing","RTF","nk",49,-170.544845842839,0,9.85470598976222
"336",102,"Decreasing","Ctl","tau",0.345329931948737,-125.114436634361,0,3.71076583219786
"337",102,"Decreasing","Ctl","sigma_ctl",0.0550271649876048,-125.114436634361,0,3.71076583219786
"338",102,"Decreasing","RTF","tau0",45.5026942814311,-122.362330489989,0,10.4398620524509
"339",102,"Decreasing","RTF","sigma_rtf",7.41970496771191,-122.362330489989,0,10.4398620524509
"340",102,"Decreasing","RTF","nk",50,-122.362330489989,0,10.4398620524509
"341",103,"Stable","Ctl","tau",0.414833307192502,-207.224247721317,0,2.70162039689508
"342",103,"Stable","Ctl","sigma_ctl",0.149139756458998,-207.224247721317,0,2.70162039689508
"343",103,"Stable","RTF","tau0",40.9876172833349,-213.007640301967,0,9.32442220318968
"344",103,"Stable","RTF","sigma_rtf",16.1556480676896,-213.007640301967,0,9.32442220318968
"345",103,"Stable","RTF","nk",13,-213.007640301967,0,9.32442220318968
"346",104,"Stable","Ctl","tau",0.335087472260323,-126.771605977495,0,3.68444927672523
"347",104,"Stable","Ctl","sigma_ctl",0.101327885287077,-126.771605977495,0,3.68444927672523
"348",104,"Stable","RTF","tau0",32.2879432989991,-130.2383468409,0,10.3065677359758
"349",104,"Stable","RTF","sigma_rtf",10.5067698338237,-130.2383468409,0,10.3065677359758
"350",104,"Stable","RTF","nk",50,-130.2383468409,0,10.3065677359758
"351",105,"Stable","Ctl","tau",0.343575404989245,-143.845994361478,0,3.43173696799689
"352",105,"Stable","Ctl","sigma_ctl",0.108270401600557,-143.845994361478,0,3.43173696799689
"353",105,"Stable","RTF","tau0",33.7721749170253,-141.839607388096,0,10.1177749988253
"354",105,"Stable","RTF","sigma_rtf",10.7757646419612,-141.839607388096,0,10.1177749988253
"355",105,"Stable","RTF","nk",44,-141.839607388096,0,10.1177749988253
"356",106,"Decreasing","Ctl","tau",0.266064232459768,-171.035838768387,0,3.0854772193679
"357",106,"Decreasing","Ctl","sigma_ctl",0.0782033500644571,-171.035838768387,0,3.0854772193679
"358",106,"Decreasing","RTF","tau0",34.8090561822201,-146.937311802005,0,10.0738230920109
"359",106,"Decreasing","RTF","sigma_rtf",9.33297963297965,-146.937311802005,0,10.0738230920109
"360",106,"Decreasing","RTF","nk",43,-146.937311802005,0,10.0738230920109
"361",107,"Stable","Ctl","tau",0.368367719071512,-101.476417291313,0,4.12957059627833
"362",107,"Stable","Ctl","sigma_ctl",0.0773888445756148,-101.476417291313,0,4.12957059627833
"363",107,"Stable","RTF","tau0",36.4115512070422,-126.40909443109,0,10.3186844295893
"364",107,"Stable","RTF","sigma_rtf",10.2904739202318,-126.40909443109,0,10.3186844295893
"365",107,"Stable","RTF","nk",40,-126.40909443109,0,10.3186844295893
"366",108,"Decreasing","Ctl","tau",0.270829713719798,-178.818339005288,0,2.99648260608899
"367",108,"Decreasing","Ctl","sigma_ctl",0.0830851889945847,-178.818339005288,0,2.99648260608899
"368",108,"Decreasing","RTF","tau0",35.6924939902076,-152.145228043692,0,10.0179039613958
"369",108,"Decreasing","RTF","sigma_rtf",9.7614773564869,-152.145228043692,0,10.0179039613958
"370",108,"Decreasing","RTF","nk",50,-152.145228043692,0,10.0179039613958
"371",109,"Stable","Ctl","tau",0.376382335575637,-206.011132148508,0,2.71336304156513
"372",109,"Stable","Ctl","sigma_ctl",0.148566126125609,-206.011132148508,0,2.71336304156513
"373",109,"Stable","RTF","tau0",36.9131651116452,-208.495835252675,0,9.37964443239563
"374",109,"Stable","RTF","sigma_rtf",15.3137347998335,-208.495835252675,0,9.37964443239563
"375",109,"Stable","RTF","nk",38,-208.495835252675,0,9.37964443239563
"376",110,"Stable","Ctl","tau",0.581254475724055,-200.130265593228,0,2.7712864903515
"377",110,"Stable","Ctl","sigma_ctl",0.138319301216034,-200.130265593228,0,2.7712864903515
"378",110,"Stable","RTF","tau0",58.8745621197339,-177.936701749209,0,9.63436309661633
"379",110,"Stable","RTF","sigma_rtf",13.1699833043467,-177.936701749209,0,9.63436309661633
"380",110,"Stable","RTF","nk",35,-177.936701749209,0,9.63436309661633
"381",111,"Decreasing","Ctl","tau",0.415548067524511,-171.795444452627,0,3.07661447008621
"382",111,"Decreasing","Ctl","sigma_ctl",0.0864048096598259,-171.795444452627,0,3.07661447008621
"383",111,"Decreasing","RTF","tau0",54.5501553390077,-159.142775609602,0,9.91423166479512
"384",111,"Decreasing","RTF","sigma_rtf",10.7385255241687,-159.142775609602,0,9.91423166479512
"385",111,"Decreasing","RTF","nk",40,-159.142775609602,0,9.91423166479512
"386",112,"Decreasing","Ctl","tau",0.243936285773873,-163.101044542426,0,3.18048362750949
"387",112,"Decreasing","Ctl","sigma_ctl",0.0730734104775965,-163.101044542426,0,3.18048362750949
"388",112,"Decreasing","RTF","tau0",32.134389452971,-153.675641374136,0,9.98354157302079
"389",112,"Decreasing","RTF","sigma_rtf",9.88639812434912,-153.675641374136,0,9.98354157302079
"390",112,"Decreasing","RTF","nk",46,-153.675641374136,0,9.98354157302079
"391",113,"Decreasing","Ctl","tau",0.26276884391947,-152.384979612764,0,3.316403296488
"392",113,"Decreasing","Ctl","sigma_ctl",0.0673520337767347,-152.384979612764,0,3.316403296488
"393",113,"Decreasing","RTF","tau0",32.6304399524657,-199.949486872173,0,9.4953159274435
"394",113,"Decreasing","RTF","sigma_rtf",11.8857607870899,-199.949486872173,0,9.4953159274435
"395",113,"Decreasing","RTF","nk",48,-199.949486872173,0,9.4953159274435
"396",114,"Stable","Ctl","tau",0.433496101409178,-147.929233069737,0,3.37575544638109
"397",114,"Stable","Ctl","sigma_ctl",0.115796515873915,-147.929233069737,0,3.37575544638109
"398",114,"Stable","RTF","tau0",42.2851077677544,-160.349824440523,0,9.92679591757535
"399",114,"Stable","RTF","sigma_rtf",12.2823486375758,-160.349824440523,0,9.92679591757535
"400",114,"Stable","RTF","nk",49,-160.349824440523,0,9.92679591757535
"401",115,"Stable","Ctl","tau",0.408498140590063,-123.926427920639,0,3.72984732273884
"402",115,"Stable","Ctl","sigma_ctl",0.0946339360475926,-123.926427920639,0,3.72984732273884
"403",115,"Stable","RTF","tau0",40.6577223778159,-131.975667652214,0,10.3424954356625
"404",115,"Stable","RTF","sigma_rtf",9.78978097459344,-131.975667652214,0,10.3424954356625
"405",115,"Stable","RTF","nk",49,-131.975667652214,0,10.3424954356625
"406",116,"Stable","Ctl","tau",0.581099744368812,-541.039300559181,0,0.782239614346146
