id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,response,RT,trialtype,ethicfreq,norm_mean,norm_sd,norm_se
,,,,,,,,,,,,,,,,
7,64,0,2,0,0,practice,4.33E-06,63.35973897,stimuli/prac_217_1.png,a,63.34180876,harmless,NA,NA,NA,NA
,,,,,,,,,,,,,,,,
7,64,0,2,1,1,1,5.503353989,14.40783934,stimuli/173_yb.png,l,8.892707397,ambig,0.333,5.796610169,1.242628763,0.161776485
,,,,,,,,,,,,,,,,
7,64,0,2,1,2,2,15.05248623,30.11175606,stimuli/357_za.png,a,15.04740365,awful,0.333,2.793103448,2.066937905,0.271402243
,,,,,,,,,,,,,,,,
7,64,0,2,1,3,3,30.73838569,39.9597348,stimuli/212_ya.png,l,9.209364782,ambig,0.333,5.677966102,1.490668422,0.194068498
,,,,,,,,,,,,,,,,
7,64,0,2,1,4,4,40.59895489,47.46378826,stimuli/138_xc.png,l,6.852972707,harmless,0.333,6.661016949,0.70978796,0.092406522
,,,,,,,,,,,,,,,,
7,64,0,2,1,5,5,48.08721672,56.12777573,stimuli/320_za.png,a,8.028736945,awful,0.333,1.423728814,1.117314975,0.14546202
,,,,,,,,,,,,,,,,
7,64,0,2,1,6,6,56.74647725,65.17572997,stimuli/220_yb.png,a,8.417370403,ambig,0.333,4.75,2.096203186,0.270618668
,,,,,,,,,,,,,,,,
7,64,0,2,1,7,7,65.81768532,74.74370064,stimuli/237_ya.png,a,8.914021928,ambig,0.333,4.305084746,2.019339575,0.26289562
,,,,,,,,,,,,,,,,
7,64,0,2,1,8,8,75.3624057,82.4637473,stimuli/141_xc.png,l,7.089609723,harmless,0.333,6.508474576,1.040107444,0.135410455
,,,,,,,,,,,,,,,,
7,64,0,2,1,9,9,83.06845627,88.05568426,stimuli/324_za.png,a,4.975420883,awful,0.333,2.491525424,1.994586478,0.259673041
,,,,,,,,,,,,,,,,
7,64,0,2,1,10,10,88.66089184,98.73565398,stimuli/287_ya.png,l,10.0629381,ambig,0.333,5.950819672,1.407435369,0.180203633
,,,,,,,,,,,,,,,,
7,64,0,2,1,11,11,99.33990412,105.3916271,stimuli/216_xa.png,l,6.040167526,harmless,0.333,6.603448276,0.877389573,0.115206895
,,,,,,,,,,,,,,,,
7,64,0,2,1,12,12,106.0115566,110.6316669,stimuli/106_xc.png,l,4.608144097,harmless,0.333,6.661016949,0.863237081,0.112383896
,,,,,,,,,,,,,,,,
7,64,0,2,1,13,13,111.2410119,115.0396918,stimuli/113_xb.png,l,3.787087457,harmless,0.333,6.733333333,0.660422737,0.085260209
,,,,,,,,,,,,,,,,
7,64,0,2,1,14,14,115.6748513,134.9756832,stimuli/286_ya.png,a,19.28914609,ambig,0.333,5.06779661,1.779814082,0.231712057
,,,,,,,,,,,,,,,,
7,64,0,2,1,15,15,135.5778723,139.623601,stimuli/346_zb.png,a,4.034042833,awful,0.333,1.288135593,0.983499162,0.128040685
,,,,,,,,,,,,,,,,
7,64,0,2,1,16,16,140.2555617,148.1996258,stimuli/341_zb.png,l,7.93240861,awful,0.333,3.603448276,2.15975677,0.283589957
,,,,,,,,,,,,,,,,
7,64,0,2,1,17,17,148.8350393,156.4235904,stimuli/144_xa.png,l,7.576118541,harmless,0.333,6.542372881,1.00553698,0.130909764
,,,,,,,,,,,,,,,,
7,64,0,2,1,18,18,157.0166857,166.4635496,stimuli/265_yb.png,l,9.434719302,ambig,0.333,5.627118644,1.856008928,0.241631781
,,,,,,,,,,,,,,,,
7,64,0,2,1,19,19,167.0817568,174.0155994,stimuli/369_za.png,a,6.922102852,awful,0.333,2.948275862,2.055565093,0.26990892
,,,,,,,,,,,,,,,,
7,64,0,2,1,20,20,174.6022396,181.3675541,stimuli/329_zb.png,a,6.754050505,awful,0.333,2.406779661,1.992387617,0.259386774
,,,,,,,,,,,,,,,,
7,64,0,2,1,21,21,181.9754457,187.071568,stimuli/117_xc.png,l,5.084477914,harmless,0.333,6.627118644,0.868972939,0.113130641
,,,,,,,,,,,,,,,,
7,64,0,2,1,22,22,187.6941198,192.7034969,stimuli/224_yb.png,l,4.997639289,ambig,0.333,5.881355932,1.609077116,0.209483997
,,,,,,,,,,,,,,,,
7,64,0,2,1,23,23,193.3342595,200.5435412,stimuli/338_zb.png,l,7.197591555,awful,0.333,3.310344828,2.137443107,0.28066003
,,,,,,,,,,,,,,,,
