id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,response,RT,trialtype,ethicfreq,norm_mean,norm_sd,norm_se
041,60,0,2,0,0,practice,4.332046955823898e-06,93.51980769261718,stimuli/prac_217_1.png,l,93.49737777374685,harmless,NA,NA,NA,NA
041,60,0,2,1,1,1,5.658752989489585,33.064061008393764,stimuli/208_xb.png,l,27.39421849930659,harmless,0.333,6.216666667,1.165778516,0.150501359
041,60,0,2,1,2,2,33.65992901334539,45.10405960632488,stimuli/353_zb.png,l,11.43262280896306,awful,0.333,1.949152542,1.623361018,0.211343603
041,60,0,2,1,3,3,45.715175749734044,82.43197611393407,stimuli/227_xa.png,l,36.70460886368528,harmless,0.333,6.180327869,1.05685377,0.135316259
041,60,0,2,1,4,4,83.08993668528274,90.76801411854103,stimuli/178_xa.png,l,7.666382572147995,harmless,0.333,6.483333333,1.112207557,0.143585378
041,60,0,2,1,5,5,91.34531425777823,111.40799483610317,stimuli/192_za.png,a,20.05085574835539,awful,0.333,2.68852459,2.093967396,0.268105052
041,60,0,2,1,6,6,112.05055603198707,133.05595723493025,stimuli/355_zb.png,a,20.99352871766314,awful,0.333,3.183333333,2.070713188,0.267327923
041,60,0,2,1,7,7,133.69332045223564,160.63194783590734,stimuli/300_za.png,a,26.92715228907764,awful,0.333,3.75,2.12032137,0.273732312
041,60,0,2,1,8,8,161.2641626992263,172.6318765496835,stimuli/351_zb.png,a,11.35603907564655,awful,0.333,3.06779661,2.033040926,0.264679384
041,60,0,2,1,9,9,173.2296354090795,182.44795286795124,stimuli/318_za.png,l,9.206632444169372,awful,0.333,3.06557377,2.197489875,0.281359747
041,60,0,2,1,10,10,183.08386830752715,199.51213675597683,stimuli/340_za.png,a,16.416477095335722,awful,0.333,2.508474576,1.832398855,0.238558011
041,60,0,2,1,11,11,200.12127027940005,228.86391284363344,stimuli/157_xc.png,l,28.730936675798148,harmless,0.333,6.603448276,0.877389573,0.115206895
041,60,0,2,1,12,12,229.4803183376789,258.9038933245465,stimuli/124_xa.png,a,29.411742279771715,harmless,0.333,6.344262295,1.181598436,0.151288177
041,60,0,2,1,13,13,259.52912451233715,281.7358514792286,stimuli/267_ya.png,a,22.195001386571676,ambig,0.333,5.103448276,1.898195405,0.249245267
041,60,0,2,1,14,14,282.35916936350986,291.9759001741186,stimuli/322_za.png,a,9.604661008808762,awful,0.333,2.406779661,1.975004531,0.257123689
041,60,0,2,1,15,15,292.53898326307535,318.05592021299526,stimuli/215_yb.png,l,25.50497545534745,ambig,0.333,5.866666667,1.466769385,0.189359113
041,60,0,2,1,16,16,318.6811793637462,331.58379938453436,stimuli/288_yb.png,l,12.891242599580437,ambig,0.333,5.189655172,1.914459262,0.251380817
041,60,0,2,1,17,17,332.1958887213841,344.84812749922276,stimuli/220_yb.png,a,12.640502563212067,ambig,0.333,4.75,2.096203186,0.270618668
041,60,0,2,1,18,18,345.50246311258525,354.9278029226698,stimuli/212_ya.png,l,9.41321132518351,ambig,0.333,5.677966102,1.490668422,0.194068498
041,60,0,2,1,19,19,355.56619841000065,369.43189970823005,stimuli/135_xa.png,l,13.853855200577527,harmless,0.333,6.508474576,1.179901828,0.153610134
041,60,0,2,1,20,20,370.07621115492657,383.5278189131059,stimuli/286_ya.png,a,13.440310681704432,ambig,0.333,5.06779661,1.779814082,0.231712057
041,60,0,2,1,21,21,384.1493853642605,404.54383544484153,stimuli/246_ya.png,l,20.382605952210724,ambig,0.333,5.542372881,1.715266481,0.223308675
041,60,0,2,1,22,22,405.1527716512792,428.01581330783665,stimuli/109_xb.png,a,22.851342069450766,harmless,0.333,6.644067797,0.97843492,0.127381377
