id,age,condition,counterbalance,block,trialinblock,trial,tstart,tend,trialstim,response,RT,trialtype,ethicfreq,norm_mean,norm_sd,norm_se
,,,,,,,,,,,,,,,,
176,20,1,1,0,0,practice,4.33E-06,6.408193584,stimuli/prac_217_1.png,l,6.394048585,harmless,NA,NA,NA,NA
,,,,,,,,,,,,,,,,
176,20,1,1,1,1,1,4.344686222,12.68806448,stimuli/259_xc.png,l,8.332041386,harmless,0.333,6.568965517,0.993170874,0.130409725
,,,,,,,,,,,,,,,,
176,20,1,1,1,2,2,13.31611029,18.12008342,stimuli/128_xc.png,l,4.792409002,harmless,0.333,6.627118644,0.98082135,0.127692063
,,,,,,,,,,,,,,,,
176,20,1,1,1,3,3,18.66258222,29.04008452,stimuli/292_zb.png,a,10.36562744,awful,0.333,2.396551724,1.955107169,0.256718148
,,,,,,,,,,,,,,,,
176,20,1,1,1,4,4,29.66315014,42.28807393,stimuli/219_ya.png,l,12.61315329,ambig,0.333,5.271186441,1.998538332,0.260187529
,,,,,,,,,,,,,,,,
176,20,1,1,1,5,5,42.87118816,49.70408734,stimuli/265_yb.png,l,6.821185793,ambig,0.333,5.627118644,1.856008928,0.241631781
,,,,,,,,,,,,,,,,
176,20,1,1,1,6,6,50.31308358,56.58409096,stimuli/102_xc.png,l,6.259544477,harmless,0.333,6.66011236,0.937292468,0.049676401
,,,,,,,,,,,,,,,,
176,20,1,1,1,7,7,57.18193465,63.04808866,stimuli/230_yb.png,l,5.854329949,ambig,0.333,4.98245614,1.875511626,0.248417583
,,,,,,,,,,,,,,,,
176,20,1,1,1,8,8,63.66718274,72.4081219,stimuli/132_xc.png,l,8.729184423,harmless,0.333,6.627118644,0.692280217,0.090127208
,,,,,,,,,,,,,,,,
176,20,1,1,1,9,9,73.01739463,79.84008491,stimuli/239_ya.png,l,6.811006042,ambig,0.333,5.157894737,1.925296579,0.255011762
,,,,,,,,,,,,,,,,
176,20,1,1,1,10,10,80.44990784,90.25612195,stimuli/165_xb.png,l,9.794424708,harmless,0.333,6.557377049,1.008705278,0.129151477
,,,,,,,,,,,,,,,,
176,20,1,1,1,11,11,90.85986349,98.21613786,stimuli/208_xb.png,l,7.344638173,harmless,0.333,6.216666667,1.165778516,0.150501359
,,,,,,,,,,,,,,,,
176,20,1,1,1,12,12,98.789862,104.2882047,stimuli/118_xb.png,l,5.486419383,harmless,0.333,6.474576271,0.953323265,0.124112118
,,,,,,,,,,,,,,,,
176,20,1,1,1,13,13,104.9729526,115.2801805,stimuli/364_za.png,a,10.29560152,awful,0.333,1.677966102,1.279017376,0.166513879
,,,,,,,,,,,,,,,,
176,20,1,1,1,14,14,115.8864347,122.5921739,stimuli/228_ya.png,l,6.694037557,ambig,0.333,5.442622951,1.793735303,0.229664272
,,,,,,,,,,,,,,,,
176,20,1,1,1,15,15,123.190196,126.4082633,stimuli/158_xa.png,l,3.205917938,harmless,0.333,6.786885246,0.661179605,0.084655374
,,,,,,,,,,,,,,,,
176,20,1,1,1,16,16,127.0204895,135.0001804,stimuli/356_za.png,l,7.968046837,awful,0.333,3.033333333,2.178217796,0.281206708
,,,,,,,,,,,,,,,,
176,20,1,1,1,17,17,135.5867833,154.0162119,stimuli/361_za.png,l,18.41814648,awful,0.333,2.416666667,1.907093508,0.246204713
,,,,,,,,,,,,,,,,
176,20,1,1,1,18,18,154.5880857,164.7762865,stimuli/277_yb.png,l,10.17666696,ambig,0.333,5.491525424,2.02886822,0.264136144
,,,,,,,,,,,,,,,,
176,20,1,1,1,19,19,165.3866104,170.5602156,stimuli/299_za.png,l,5.161880775,awful,0.333,1.288135593,0.929420425,0.121000233
,,,,,,,,,,,,,,,,
176,20,1,1,1,20,20,171.1973959,187.3202504,stimuli/368_za.png,a,16.11104109,awful,0.333,3.590163934,2.02794682,0.259651984
,,,,,,,,,,,,,,,,
176,20,1,1,1,21,21,187.9028562,194.776279,stimuli/191_ya.png,l,6.86174411,ambig,0.333,5.517241379,2.062542966,0.270825159
,,,,,,,,,,,,,,,,
176,20,1,1,1,22,22,195.4068726,200.7442298,stimuli/360_za.png,l,5.325587029,awful,0.333,3.2,2.207844259,0.285031468
,,,,,,,,,,,,,,,,
176,20,1,1,1,23,23,201.3567576,209.3442817,stimuli/351_zb.png,a,7.975783164,awful,0.333,3.06779661,2.033040926,0.264679384
,,,,,,,,,,,,,,,,
176,20,1,1,1,24,24,209.9601853,216.4402775,stimuli/243_ya.png,l,6.468563563,ambig,0.333,5.830508475,1.652088985,0.215083666
,,,,,,,,,,,,,,,,
176,20,1,1,2,1,25,225.505699,232.0402291,stimuli/152_xa.png,l,6.52301009,harmless,0.333,6.576271186,0.968528743,0.126091702
,,,,,,,,,,,,,,,,
176,20,1,1,2,2,26,232.6774779,239.1922794,stimuli/159_xa.png,l,6.50291604,harmless,0.333,6.389830508,1.174689235,0.152931512
,,,,,,,,,,,,,,,,
176,20,1,1,2,3,27,239.8048593,245.0643923,stimuli/283_yb.png,l,5.247836995,ambig,0.333,5.949152542,1.478859402,0.192531095
,,,,,,,,,,,,,,,,
176,20,1,1,2,4,28,245.6693615,257.9042988,stimuli/320_za.png,l,12.22325231,awful,0.333,1.423728814,1.117314975,0.14546202
,,,,,,,,,,,,,,,,
176,20,1,1,2,5,29,258.4689783,265.7762952,stimuli/267_ya.png,l,7.295461706,ambig,0.333,5.103448276,1.898195405,0.249245267
,,,,,,,,,,,,,,,,
176,20,1,1,2,6,30,266.3982056,272.3443144,stimuli/284_ya.png,l,5.934387923,ambig,0.333,5.948275862,1.431750417,0.18799804
,,,,,,,,,,,,,,,,
176,20,1,1,2,7,31,272.9490918,275.5203512,stimuli/125_xc.png,l,2.559600404,harmless,0.333,6.683333333,0.999858747,0.129081209
,,,,,,,,,,,,,,,,
176,20,1,1,2,8,32,276.1376494,285.0803364,stimuli/307_za.png,l,8.930868117,awful,0.333,2.93220339,2.172432347,0.282826601
,,,,,,,,,,,,,,,,
176,20,1,1,2,9,33,285.6372378,291.0243118,stimuli/201_yb.png,l,5.375420037,ambig,0.333,5.898305085,1.626238682,0.211718243
,,,,,,,,,,,,,,,,
176,20,1,1,2,10,34,291.6423673,295.2002922,stimuli/186_xa.png,l,3.546189141,harmless,0.333,6.65,0.879618561,0.113558268
,,,,,,,,,,,,,,,,
176,20,1,1,2,11,35,295.8266284,300.6803833,stimuli/145_xa.png,l,4.841975771,harmless,0.333,6.661016949,0.822321556,0.107057148
,,,,,,,,,,,,,,,,
176,20,1,1,2,12,36,301.2959493,311.0563724,stimuli/363_zb.png,l,9.748619568,awful,0.333,2.433333333,2.019956927,0.260775318
,,,,,,,,,,,,,,,,
176,20,1,1,2,13,37,311.6726895,320.6804341,stimuli/209_ya.png,l,8.996291541,ambig,0.333,5.603448276,1.825161903,0.239655499
,,,,,,,,,,,,,,,,
176,20,1,1,2,14,38,321.3001434,332.808411,stimuli/319_ya.png,a,11.4965184,ambig,0.333,4.216666667,2.108028774,0.272145344
,,,,,,,,,,,,,,,,
176,20,1,1,2,15,39,333.3862366,345.5524635,stimuli/373_zb.png,a,12.15436185,awful,0.333,2.327586207,1.858011869,0.243968911
,,,,,,,,,,,,,,,,
176,20,1,1,2,16,40,346.1857317,357.6484159,stimuli/256_zb.png,l,11.45100667,awful,0.333,3.051724138,2.012438634,0.264246138
,,,,,,,,,,,,,,,,
176,20,1,1,2,17,41,358.3091597,366.1684245,stimuli/286_ya.png,l,7.847578238,ambig,0.333,5.06779661,1.779814082,0.231712057
,,,,,,,,,,,,,,,,
176,20,1,1,2,18,42,366.7802265,377.8884571,stimuli/304_ya.png,l,11.09639079,ambig,0.333,4.034482759,2.017167697,0.264867095
,,,,,,,,,,,,,,,,
176,20,1,1,2,19,43,378.4955704,383.5283896,stimuli/154_xc.png,l,5.02108103,harmless,0.333,6.5,0.965506805,0.124646393
,,,,,,,,,,,,,,,,
176,20,1,1,2,20,44,384.149373,393.1604405,stimuli/321_zb.png,a,8.999066584,awful,0.333,2.918032787,2.177881861,0.278849198
,,,,,,,,,,,,,,,,
176,20,1,1,2,21,45,393.77883,399.4644455,stimuli/113_xb.png,l,5.673876553,harmless,0.333,6.733333333,0.660422737,0.085260209
,,,,,,,,,,,,,,,,
176,20,1,1,2,22,46,400.0331887,405.6804751,stimuli/140_xb.png,l,5.635313462,harmless,0.333,6.724137931,0.790138861,0.103750315
,,,,,,,,,,,,,,,,
176,20,1,1,2,23,47,406.2925173,414.2964215,stimuli/338_zb.png,l,7.992053752,awful,0.333,3.310344828,2.137443107,0.28066003
,,,,,,,,,,,,,,,,
176,20,1,1,2,24,48,414.8919636,425.6084716,stimuli/268_zb.png,a,10.70446898,awful,0.333,2.655737705,2.048456703,0.262278005
,,,,,,,,,,,,,,,,
176,20,1,1,3,1,49,434.96444,441.9204942,stimuli/276_ya.png,l,6.94459997,ambig,0.333,5.186440678,1.804922162,0.234980851
,,,,,,,,,,,,,,,,
176,20,1,1,3,2,50,442.530965,448.8565056,stimuli/244_xb.png,l,6.313819681,harmless,0.333,6.610169492,0.743174671,0.096753101
,,,,,,,,,,,,,,,,
176,20,1,1,3,3,51,449.4296035,455.6405217,stimuli/270_yb.png,l,6.199105575,ambig,0.333,5.534482759,1.912246013,0.251090203
,,,,,,,,,,,,,,,,
176,20,1,1,3,4,52,456.2485971,465.9124857,stimuli/324_za.png,l,9.652225233,awful,0.333,2.491525424,1.994586478,0.259673041
,,,,,,,,,,,,,,,,
176,20,1,1,3,5,53,466.5304711,471.7685163,stimuli/337_zb.png,l,5.226183705,awful,0.333,3.033333333,2.20143764,0.284204377
,,,,,,,,,,,,,,,,
176,20,1,1,3,6,54,472.325509,478.8085579,stimuli/250_yb.png,l,6.471408316,ambig,0.333,5.950819672,1.585625318,0.203018519
,,,,,,,,,,,,,,,,
176,20,1,1,3,7,55,479.4293042,482.5685041,stimuli/195_xc.png,l,3.127466857,harmless,0.333,6.637640449,1.001766915,0.05309354
,,,,,,,,,,,,,,,,
176,20,1,1,3,8,56,483.13725,488.3445555,stimuli/342_yb.png,l,5.195412476,ambig,0.333,4.916666667,2.085394461,0.269223267
,,,,,,,,,,,,,,,,
176,20,1,1,3,9,57,488.9464798,507.1925555,stimuli/302_za.png,a,18.23457264,awful,0.333,3.137931034,2.188071937,0.287307921
,,,,,,,,,,,,,,,,
176,20,1,1,3,10,58,507.8253405,514.7605472,stimuli/281_ya.png,l,6.923341709,ambig,0.333,5.881355932,1.543448286,0.200939852
,,,,,,,,,,,,,,,,
176,20,1,1,3,11,59,515.3713276,519.8325049,stimuli/255_xb.png,l,4.449777476,harmless,0.333,6.770491803,0.642740036,0.082294429
,,,,,,,,,,,,,,,,
