,mean,std,2.5q,25q,50q,75q,97.5q,mc err,p_err,geweke,P
a_Intercept,1.2967002568494488,0.026801318921398098,1.2430037652732278,1.2783054678634236,1.2968839102985137,1.3146481436213815,1.3499338224983197,0.0007563758124711929,0.028221589194526712,-0.1856180197709792,0.0
a_Intercept_std,0.3222417861985125,0.020107495448830486,0.2862444572076862,0.30848612167710066,0.3215881052910673,0.3347466314504877,0.36339105039723396,0.000726258503786521,0.03611879488595197,,
a_Intercept_subj.1,0.6750828730312903,0.04701669189677317,0.5937304161907522,0.6366877262785052,0.6726935379892559,0.715295710451339,0.7554709533807213,0.004468989013554208,0.09505111553501112,,
a_Intercept_subj.2,2.035822030442359,0.06386581384111899,1.9085046279401219,1.9922121190035647,2.0378495037694453,2.07931105257766,2.156782364591501,0.004424295966773662,0.06927487024247625,,
a_Intercept_subj.3,0.6470467048017506,0.04597950056613695,0.5681691391851246,0.6100505180022405,0.6448999827415414,0.685663982987258,0.7284764221876103,0.004397341817577247,0.09563700700167692,,
a_Intercept_subj.4,0.9546967403152988,0.05029683759158653,0.8628727563675574,0.9151993114286352,0.9537829513057255,0.9944599890223542,1.046182894706476,0.004514148575886277,0.08975014716713298,,
a_Intercept_subj.5,1.330902316094472,0.04733651955173711,1.2353557804206643,1.2986442616766707,1.3314526083723868,1.3648211106670143,1.417337040850398,0.0032758021002105286,0.06920242829915273,,
a_Intercept_subj.6,1.3009010660147413,0.05484747108074801,1.2028564467968195,1.259536781234576,1.3003186575774945,1.3412128509571568,1.406730542472075,0.004537507540188087,0.08272956712093141,,
a_Intercept_subj.7,1.0936853167171892,0.05272643803900388,1.0001861336124325,1.0542622654701688,1.091571263486864,1.131406137543383,1.1970445086297479,0.004580844299645797,0.08687945687241685,,
a_Intercept_subj.8,1.1638949936964615,0.04972372072325945,1.0747032529643339,1.1260005896340262,1.1617382672668135,1.2044877068652922,1.2522096793382511,0.004512811223890443,0.0907577139894012,,
a_Intercept_subj.9,1.3190775749655546,0.041579142834207904,1.2344732197291775,1.2900678271435828,1.3194552304601008,1.3488266519626975,1.3959601806733808,0.0031333346756288903,0.07535832780686955,,
a_Intercept_subj.10,1.873769535627723,0.06143498159078011,1.7566560619272489,1.8310802713376313,1.8745416193285642,1.9155773763366541,1.9939746033435426,0.004533927181441345,0.07380041572474039,,
a_Intercept_subj.11,1.289283220831181,0.03815563454954869,1.2183521559587278,1.2600032940590062,1.2898196012881775,1.3159504503868134,1.3604517518047552,0.0031156002104398813,0.08165504904377834,,
a_Intercept_subj.12,2.2288432092768167,0.05838677986345054,2.118713516035142,2.1867421687768127,2.2284076807678455,2.271550031969784,2.339603224082042,0.00442096310464795,0.0757185636027073,,
a_Intercept_subj.13,1.9480155319372159,0.1017237538561778,1.7253974160944288,1.893227169561324,1.9613752610496127,2.020165670510817,2.106542905214816,0.008550496396460746,0.08405604465354151,,
a_Intercept_subj.14,1.118677477820393,0.03766605304092452,1.0458480608778238,1.0920701489045437,1.1192324104403806,1.1464744953108463,1.1891996724799951,0.0030628469131698133,0.08131584453093615,,
a_Intercept_subj.15,0.8273542269199103,0.03400566549751257,0.7656260988868014,0.8001774215424085,0.8278708984965369,0.8540439474203252,0.8892613997049441,0.003010325054674394,0.08852422120351068,,
a_Intercept_subj.16,1.5318093347897732,0.04272620366544913,1.4468874766509285,1.5029494915714845,1.5326952011047483,1.5623279675668196,1.6155605063557852,0.003047839307413318,0.07133419414648291,,
a_Intercept_subj.17,1.9712162444975239,0.05047745824246666,1.8753663208538554,1.9366685027942683,1.9700799125853494,2.0057291426703987,2.0726631697882225,0.0031471617552489817,0.062347865063484435,,
a_Intercept_subj.18,1.0690843828305667,0.03644897134420952,0.9998042222761907,1.0418057334219997,1.0676987965796911,1.097087468691253,1.1386062705689504,0.0030028417018098494,0.08238481337243272,,
a_Intercept_subj.19,1.0015639764415656,0.04814166183255151,0.9191550654047717,0.9647874860506406,0.9978567111980825,1.0405975261319622,1.0917231108531131,0.004466659452266654,0.09278158007512889,,
a_Intercept_subj.20,1.0664808264923256,0.036637056353709396,0.9966072991447527,1.0398734048160814,1.0664705859560177,1.0935008574827054,1.1373165089866997,0.0029875675535567204,0.08154496706049469,,
a_Intercept_subj.21,1.2257026865835279,0.04872446973767981,1.1389172945622712,1.1871884116513698,1.2230905078663854,1.2655720608885057,1.3135642041545412,0.00444431657575046,0.09121323638158677,,
a_Intercept_subj.22,1.0596116652195302,0.04840181054985621,0.9747526178842079,1.0209341757228123,1.0571516203784665,1.0989670873642516,1.1489879313501141,0.00444667889642726,0.09187009423639152,,
a_Intercept_subj.23,0.8112427817173584,0.0337599860803192,0.7494305270516275,0.7846792594262627,0.813122158438267,0.8368508274990902,0.8732562836463014,0.0029741554273243777,0.08809705727509758,,
a_Intercept_subj.24,1.1502803108593933,0.04880732952547296,1.0674195862807014,1.1110020627484456,1.1463778965360385,1.1896069347415916,1.2384837950203404,0.004488476699931692,0.09196316912993813,,
a_Intercept_subj.25,1.9167559082084318,0.05739489937953293,1.8063165228842382,1.8758905905759045,1.91580009364352,1.957361948410619,2.029075553661729,0.004585335141653964,0.07989098667692932,,
a_Intercept_subj.26,0.9169799299595733,0.036645818604505206,0.8456962610888146,0.8899357085465727,0.9173076108144183,0.9436415297516594,0.9881989178451162,0.003025374532206115,0.08255715515205268,,
a_Intercept_subj.27,1.1827070629992738,0.037808638416161784,1.1103911946659155,1.1548713699909965,1.182766957889715,1.2099548906024886,1.255560379071532,0.0030107217296713932,0.07963052508086146,,
a_Intercept_subj.28,1.554857492360647,0.044651829429591096,1.4646720536599684,1.5232404668016908,1.5557861282807635,1.5868323064742549,1.6410945314868342,0.0032633283316413466,0.073083866290117,,
a_Intercept_subj.29,1.0150344029406986,0.03679772070014659,0.9455858339754291,0.9873358501319217,1.0140263917927221,1.043145335045253,1.0817446075312578,0.0030292000436459255,0.08232031729165926,,
a_Intercept_subj.30,1.184765490913856,0.03843297577425572,1.1101399281220274,1.1557475361677256,1.1854220580851493,1.2129702827142572,1.2563692982973649,0.0030129476047451383,0.07839485608510588,,
a_Intercept_subj.31,2.127137631094018,0.0663245925441628,2.0011940259976253,2.0789888295372405,2.1235507486269136,2.1701687921744757,2.2597705145021916,0.0042877584301281475,0.06464809304743345,,
a_Intercept_subj.32,1.1027516435527693,0.03707141479757725,1.0334583353284603,1.0751209631999785,1.1037391645636119,1.1282225601098494,1.1723261397917748,0.003107344756795279,0.08382050627855603,,
a_Intercept_subj.33,0.9793760521485467,0.04807205450855462,0.8942762949772962,0.9405739866115438,0.9767431798810736,1.0204488212601945,1.0626495817077874,0.004425947178229485,0.09206902478948284,,
a_Intercept_subj.34,1.350136044507801,0.03984325913643067,1.2748178127925385,1.3218306780922868,1.3517879880745705,1.3792197308644005,1.424039745047116,0.0031180475396265445,0.07825784354010235,,
a_Intercept_subj.35,1.2063270496542327,0.04369767413230691,1.1188192663362861,1.1766717406728175,1.2081888897808486,1.2366800021049593,1.28612393045115,0.0032145978965453397,0.07356450796013186,,
a_Intercept_subj.36,1.348034480225171,0.050470882560668784,1.2604844694317443,1.3087678069175912,1.3454244314487684,1.387714091699528,1.4437036570877384,0.004376900753872726,0.08672130408283331,,
a_Intercept_subj.37,1.6424261885429234,0.054822931251901574,1.5411713361392572,1.6019888407183152,1.644345508588167,1.6823152283368383,1.7451863726320105,0.004419852593538094,0.08062050847353748,,
a_Intercept_subj.38,0.6978776058548545,0.04795011700412528,0.614366087121769,0.661184125519818,0.6949795198323073,0.7391507962165856,0.7851752993544296,0.004419332820832755,0.0921652145385286,,
a_Intercept_subj.39,1.343014345008984,0.05262636405251221,1.2495604079773766,1.301781786467365,1.3417888800454587,1.382850769985818,1.4393156340890338,0.004701663530717851,0.08934045920456116,,
a_Intercept_subj.40,0.8635661385732867,0.035116613618120456,0.7982342859749474,0.8365797543996951,0.8640376501910619,0.8907688173332275,0.9274988324096423,0.0030184823921591847,0.08595596446126638,,
a_Intercept_subj.41,1.5060365667169724,0.0566702918938094,1.399754270154255,1.4650801883489344,1.5053329837953577,1.5498782585473707,1.6096632862233238,0.0046803160936208605,0.08258852984895483,,
a_Intercept_subj.42,0.6803705167555272,0.03356169792855753,0.6212263717690664,0.6531341431166543,0.6817560715778255,0.7056364632682429,0.7419708596197272,0.0029960450334258443,0.08926976936040296,,
a_Intercept_subj.43,1.7738965803961744,0.053286654989580386,1.6696105900108411,1.735735943553277,1.7716411988275949,1.8135541074825232,1.87168385150157,0.004346913695267991,0.08157602867205647,,
a_Intercept_subj.44,1.3992084638944458,0.0510241432571797,1.3068254361889389,1.3601067597837548,1.3975632937827605,1.437095028487937,1.4949379148164663,0.004417886620580883,0.08658423911819889,,
a_Intercept_subj.45,1.434817073294316,0.04352292486526573,1.3522048691484447,1.4043089718370858,1.4352927862332234,1.4637779594736555,1.519413634758938,0.003208140967626563,0.07371152048163195,,
a_Intercept_subj.46,0.7341571352411412,0.04630172834299722,0.6567877317733406,0.6967272753141995,0.7305962692100614,0.7732959763200511,0.8214896923203856,0.004379954803031113,0.09459592459670131,,
a_Intercept_subj.47,0.9916421165672077,0.050401907662646926,0.9028955825777558,0.9522158655738343,0.9905629417466023,1.0298916768490551,1.0839721806421692,0.004445966044212595,0.08821027318986817,,
a_Intercept_subj.48,1.1655195719431162,0.037127404251655734,1.0969952084409267,1.1378309393359944,1.1656665474585053,1.192430909251864,1.2350799029329746,0.002990884368861028,0.08055732495027973,,
a_Intercept_subj.49,1.1289304763614125,0.047998208542579746,1.0436636606971998,1.092000723008923,1.1246918831804185,1.1674036708745794,1.218069648259847,0.00444273098786209,0.09256035012058614,,
a_Intercept_subj.50,0.9351002467408503,0.03546225471560579,0.8692971396397612,0.9070995945931327,0.9370588056513471,0.9614550444756453,0.9990012277465042,0.002998938486560345,0.08456705617312622,,
a_Intercept_subj.51,1.0617753574060558,0.048240284738195666,0.9771852793322781,1.0238190797108397,1.0587263260063713,1.100462843203491,1.1491315634458754,0.004489919257388503,0.09307406209883909,,
a_Intercept_subj.52,0.8427094355667514,0.036091272265137996,0.7745982748148679,0.8170535667504276,0.8422584097146,0.8699839130630092,0.9107915472630888,0.0030142359181720146,0.08351703137613095,,
a_Intercept_subj.53,1.6384209510774648,0.0564770593231651,1.5362583653920745,1.6007844980516552,1.6365572337364669,1.6737079993116717,1.7656274371937337,0.0039035814061148034,0.06911800035087305,,
a_Intercept_subj.54,1.6178794343490532,0.04459935519325893,1.5308498425480093,1.5867042290032662,1.620424075037329,1.648550607500271,1.6997399393476202,0.003104028249763395,0.06959805217615703,,
a_Intercept_subj.55,1.1946587930422874,0.03683799549669795,1.1240758038415368,1.1669992022239286,1.1946589153210265,1.222443184899664,1.2631896928893143,0.0030021786854546864,0.08149679820998385,,
a_Intercept_subj.56,1.3494731120064238,0.04966451240262639,1.2584911833914048,1.311827470597535,1.3470261465551645,1.3883274306364144,1.4391936847699485,0.004474390597568063,0.09009230899710685,,
